userName,title,rating,date,version,isEdited,voteCount,review,developerResponse,country,title_clean,review_clean,title_normalized,review_normalized,text_clean,text_normalized,text_length,word_count,has_title,has_review,username_clean
Stranded by BA,Fake Account,3,2025-08-17 00:01:37+00:00,526.0.0,False,0,"Some one opened a fake account with my pictures a few months ago but despite my reporting of this fake/cloned account many many times, FB haven’t removed this yet saying that it didn’t go against community standards etc. How is it complying with FB standards when someone opens an account stealing my pictures from my page? The account name is M D Khairul.",,gb,Fake Account,"Some one opened a fake account with my pictures a few months ago but despite my reporting of this fake/cloned account many many times, FB haven’t removed this yet saying that it didn’t go against community standards etc. How is it complying with FB standards when someone opens an account stealing my pictures from my page? The account name is M D Khairul.",fake account,"some one opened a fake account with my pictures a few months ago but despite my reporting of this fake cloned account many many times, fb haven t removed this yet saying that it didn t go against community standards etc. how is it complying with fb standards when someone opens an account stealing my pictures from my page? the account name is m d khairul.","Fake Account Some one opened a fake account with my pictures a few months ago but despite my reporting of this fake/cloned account many many times, FB haven’t removed this yet saying that it didn’t go against community standards etc. How is it complying with FB standards when someone opens an account stealing my pictures from my page? The account name is M D Khairul.","fake account some one opened a fake account with my pictures a few months ago but despite my reporting of this fake cloned account many many times, fb haven t removed this yet saying that it didn t go against community standards etc. how is it complying with fb standards when someone opens an account stealing my pictures from my page? the account name is m d khairul.",369,65,True,True,Stranded by BA
Mdsyyab,Social,5,2025-08-16 17:54:55+00:00,526.0.0,False,0,Best place to be aware of social activities and connections 👍👍👍,,gb,Social,Best place to be aware of social activities and connections 👍👍👍,social,best place to be aware of social activities and connections,Social Best place to be aware of social activities and connections 👍👍👍,social best place to be aware of social activities and connections,70,12,True,True,Mdsyyab
albertoonechop,Used to good,2,2025-08-16 16:49:39+00:00,526.0.0,False,0,"Face book was good before all the covert censorship and collaboration with government and other entities,don’t trust it whatsoever anymore,when face book was more monitor than judge and jury and an extra arm of government",,gb,Used to good,"Face book was good before all the covert censorship and collaboration with government and other entities, don’t trust it whatsoever anymore, when face book was more monitor than judge and jury and an extra arm of government",used to good,"face book was good before all the covert censorship and collaboration with government and other entities, don t trust it whatsoever anymore, when face book was more monitor than judge and jury and an extra arm of government","Used to good Face book was good before all the covert censorship and collaboration with government and other entities, don’t trust it whatsoever anymore, when face book was more monitor than judge and jury and an extra arm of government","used to good face book was good before all the covert censorship and collaboration with government and other entities, don t trust it whatsoever anymore, when face book was more monitor than judge and jury and an extra arm of government",236,40,True,True,albertoonechop
Lal Hero,Love Facebook,5,2025-08-16 16:45:50+00:00,526.0.0,False,0,Facebook is an amazing place for us to find friends old and new and to share all things social and also important information,,gb,Love Facebook,Facebook is an amazing place for us to find friends old and new and to share all things social and also important information,love facebook,facebook is an amazing place for us to find friends old and new and to share all things social and also important information,Love Facebook Facebook is an amazing place for us to find friends old and new and to share all things social and also important information,love facebook facebook is an amazing place for us to find friends old and new and to share all things social and also important information,139,25,True,True,Lal Hero
Stphnwlkr,Ux Hellscape,1,2025-08-16 14:03:22+00:00,526.0.0,False,0,What in gods green earth possessed you to change the way you have to stretch your finger to the right of someone’s comment if you wanted to react. On top of reversing the reactions. Yet on the main timeline. Posts are normal. Are you trolling or what?,,gb,Ux Hellscape,What in gods green earth possessed you to change the way you have to stretch your finger to the right of someone’s comment if you wanted to react. On top of reversing the reactions. Yet on the main timeline. Posts are normal. Are you trolling or what?,user experience hellscape,what in gods green earth possessed you to change the way you have to stretch your finger to the right of someone s comment if you wanted to react. on top of reversing the reactions. yet on the main timeline. posts are normal. are you trolling or what?,Ux Hellscape What in gods green earth possessed you to change the way you have to stretch your finger to the right of someone’s comment if you wanted to react. On top of reversing the reactions. Yet on the main timeline. Posts are normal. Are you trolling or what?,user experience hellscape what in gods green earth possessed you to change the way you have to stretch your finger to the right of someone s comment if you wanted to react. on top of reversing the reactions. yet on the main timeline. posts are normal. are you trolling or what?,264,49,True,True,Stphnwlkr
Jells!,Adverts,1,2025-08-16 12:29:22+00:00,526.0.0,False,0,Too many irrelevant pointless over sensationalised adverts,,gb,Adverts,Too many irrelevant pointless over sensationalised adverts,adverts,too many irrelevant pointless over sensationalised adverts,Adverts Too many irrelevant pointless over sensationalised adverts,adverts too many irrelevant pointless over sensationalised adverts,66,8,True,True,Jells!
Nigeralla sugar plum fairy,Penzance pride 2025,5,2025-08-16 11:28:43+00:00,526.0.0,False,0,Penzance was great this meeting for the first time a drag queen called Mandy and also meeting Roxy Moran too of my favourite drsg queens of all time,,gb,Penzance pride 2025,Penzance was great this meeting for the first time a drag queen called Mandy and also meeting Roxy Moran too of my favourite drsg queens of all time,penzance pride 2025,penzance was great this meeting for the first time a drag queen called mandy and also meeting roxy moran too of my favourite drsg queens of all time,Penzance pride 2025 Penzance was great this meeting for the first time a drag queen called Mandy and also meeting Roxy Moran too of my favourite drsg queens of all time,penzance pride 2025 penzance was great this meeting for the first time a drag queen called mandy and also meeting roxy moran too of my favourite drsg queens of all time,168,31,True,True,Nigeralla sugar plum fairy
Zeebiesjkl,Too many ads.,1,2025-08-16 11:17:27+00:00,526.0.0,False,0,Hardly looking any more because of all the ads and missing friends,,gb,Too many ads.,Hardly looking any more because of all the ads and missing friends,too many ads.,hardly looking any more because of all the ads and missing friends,Too many ads. Hardly looking any more because of all the ads and missing friends,too many ads. hardly looking any more because of all the ads and missing friends,80,15,True,True,Zeebiesjkl
Atlantic 259,Great platform,5,2025-08-16 10:50:41+00:00,526.0.0,False,0,Face book is a great place to share news and information,,gb,Great platform,Face book is a great place to share news and information,great platform,face book is a great place to share news and information,Great platform Face book is a great place to share news and information,great platform face book is a great place to share news and information,71,13,True,True,Atlantic 259
Cider4me,Feed won’t load,3,2025-08-16 07:53:59+00:00,526.0.0,False,0,Since the last app update a couple of days ago the feeds in the app won’t load. Very annoying.,,gb,Feed won’t load,Since the last app update a couple of days ago the feeds in the app won’t load. Very annoying.,feed won t load,since the last application software update a couple of days ago the feeds in the application won t load. very annoying.,Feed won’t load Since the last app update a couple of days ago the feeds in the app won’t load. Very annoying.,feed won t load since the last application software update a couple of days ago the feeds in the application won t load. very annoying.,110,22,True,True,Cider4me
Gambla b,Account unavailable,2,2025-08-16 07:06:18+00:00,526.0.0,False,0,I cannot post or at most times get into my account when I try settings it keeps saying this is unavailable at the moment,,gb,Account unavailable,I cannot post or at most times get into my account when I try settings it keeps saying this is unavailable at the moment,account unavailable,i cannot post or at most times get into my account when i try settings it keeps saying this is unavailable at the moment,Account unavailable I cannot post or at most times get into my account when I try settings it keeps saying this is unavailable at the moment,account unavailable i cannot post or at most times get into my account when i try settings it keeps saying this is unavailable at the moment,140,26,True,True,Gambla b
Sn00k110,Good and bad,3,2025-08-16 05:35:08+00:00,526.0.0,False,0,"Facebook has its good points enabling us to be reminded of our friends.
Sadly, there’s also an opportunity for an awful lot of rubbish and false information. Some of what is printed is extremely irritating.",,gb,Good and bad,"Facebook has its good points enabling us to be reminded of our friends. Sadly, there’s also an opportunity for an awful lot of rubbish and false information. Some of what is printed is extremely irritating.",good and bad,"facebook has its good points enabling us to be reminded of our friends. sadly, there s also an opportunity for an awful lot of rubbish and false information. some of what is printed is extremely irritating.","Good and bad Facebook has its good points enabling us to be reminded of our friends. Sadly, there’s also an opportunity for an awful lot of rubbish and false information. Some of what is printed is extremely irritating.","good and bad facebook has its good points enabling us to be reminded of our friends. sadly, there s also an opportunity for an awful lot of rubbish and false information. some of what is printed is extremely irritating.",219,38,True,True,Sn00k110
tipsy type,complicated,1,2025-08-16 05:29:42+00:00,526.0.0,False,0,complicated,,gb,complicated,complicated,complicated,complicated,complicated complicated,complicated complicated,23,2,True,True,tipsy type
Rsvdw,Adds and sales adds,1,2025-08-16 04:22:00+00:00,526.0.0,False,0,"Just way to many adds and in video/ reel adds. Really disruptive and cannot be turned off. Even when using Marketplace, the adds is horrible 😡",,gb,Adds and sales adds,"Just way to many adds and in video/ reel adds. Really disruptive and cannot be turned off. Even when using Marketplace, the adds is horrible 😡",adds and sales adds,"just way to many adds and in video reel adds. really disruptive and cannot be turned off. even when using marketplace, the adds is horrible","Adds and sales adds Just way to many adds and in video/ reel adds. Really disruptive and cannot be turned off. Even when using Marketplace, the adds is horrible 😡","adds and sales adds just way to many adds and in video reel adds. really disruptive and cannot be turned off. even when using marketplace, the adds is horrible",162,30,True,True,Rsvdw
Lord Ridgeon,Rubbish,1,2025-08-16 03:55:55+00:00,526.0.0,False,0,Facebook has gone. More ads than ever and Friend notifications I have no idea who they are. I remove them and within a day I’m removing them all again.,,gb,Rubbish,Facebook has gone. More ads than ever and Friend notifications I have no idea who they are. I remove them and within a day I’m removing them all again.,rubbish,facebook has gone. more ads than ever and friend notifications i have no idea who they are. i remove them and within a day i m removing them all again.,Rubbish Facebook has gone. More ads than ever and Friend notifications I have no idea who they are. I remove them and within a day I’m removing them all again.,rubbish facebook has gone. more ads than ever and friend notifications i have no idea who they are. i remove them and within a day i m removing them all again.,159,30,True,True,Lord Ridgeon
Fy Fisher,Murrays Kia Plymouth,5,2025-08-16 02:57:30+00:00,526.0.0,False,0,"I have purchased a Kia Xceed for my wife from Matthew King who I have had dealings with for over 23 years I have purchased many vehicles from this dealership but I would only deal with Matt who is knowledgeable and courteous and ensures you receive excellent service and I feel a very good deal .
Thanks again Matt
Roy Whitaker.",,gb,Murrays Kia Plymouth,I have purchased a Kia Xceed for my wife from Matthew King who I have had dealings with for over 23 years I have purchased many vehicles from this dealership but I would only deal with Matt who is knowledgeable and courteous and ensures you receive excellent service and I feel a very good deal. Thanks again Matt Roy Whitaker.,murrays kia plymouth,i have purchased a kia xceed for my wife from matthew king who i have had dealings with for over 23 years i have purchased many vehicles from this dealership but i would only deal with matt who is knowledgeable and courteous and ensures you receive excellent service and i feel a very good deal. thanks again matt roy whitaker.,Murrays Kia Plymouth I have purchased a Kia Xceed for my wife from Matthew King who I have had dealings with for over 23 years I have purchased many vehicles from this dealership but I would only deal with Matt who is knowledgeable and courteous and ensures you receive excellent service and I feel a very good deal. Thanks again Matt Roy Whitaker.,murrays kia plymouth i have purchased a kia xceed for my wife from matthew king who i have had dealings with for over 23 years i have purchased many vehicles from this dealership but i would only deal with matt who is knowledgeable and courteous and ensures you receive excellent service and i feel a very good deal. thanks again matt roy whitaker.,348,63,True,True,Fy Fisher
Emooness,Update!,1,2025-08-15 23:12:15+00:00,526.0.0,False,0,"What’s with the stupid additional box that pops up when you click on comments, when you’re scrolling through comments u can’t slide off the left side of the screen to go back a page like you usually can. You have to scroll all the way back to the top of the comments and keep ‘scrolling’ downwards to get the comment box to disappear. Who thought that was a brilliant idea? When ur knee deep being nosey in comments u have to scroll alllllll the way back to the top to come off the comments. Bloody pain",,gb,Update!,"What’s with the stupid additional box that pops up when you click on comments, when you’re scrolling through comments u can’t slide off the left side of the screen to go back a page like you usually can. You have to scroll all the way back to the top of the comments and keep ‘scrolling’ downwards to get the comment box to disappear. Who thought that was a brilliant idea? When ur knee deep being nosey in comments u have to scroll alllllll the way back to the top to come off the comments. Bloody pain",software update,"what s with the stupid additional box that pops up when you click on comments, when you re scrolling through comments u can t slide off the left side of the screen to go back a page like you usually can. you have to scroll all the way back to the top of the comments and keep scrolling downwards to get the comment box to disappear. who thought that was a brilliant idea? when ur knee deep being nosey in comments u have to scroll alllllll the way back to the top to come off the comments. bloody pain","Update! What’s with the stupid additional box that pops up when you click on comments, when you’re scrolling through comments u can’t slide off the left side of the screen to go back a page like you usually can. You have to scroll all the way back to the top of the comments and keep ‘scrolling’ downwards to get the comment box to disappear. Who thought that was a brilliant idea? When ur knee deep being nosey in comments u have to scroll alllllll the way back to the top to come off the comments. Bloody pain","software update what s with the stupid additional box that pops up when you click on comments, when you re scrolling through comments u can t slide off the left side of the screen to go back a page like you usually can. you have to scroll all the way back to the top of the comments and keep scrolling downwards to get the comment box to disappear. who thought that was a brilliant idea? when ur knee deep being nosey in comments u have to scroll alllllll the way back to the top to come off the comments. bloody pain",511,97,True,True,Emooness
Misfactous,Facebook is anti-Palestine,3,2025-08-15 22:05:30+00:00,526.0.0,False,0,Facebook is not honest,,gb,Facebook is anti-Palestine,Facebook is not honest,facebook is anti-palestine,facebook is not honest,Facebook is anti-Palestine Facebook is not honest,facebook is anti-palestine facebook is not honest,49,7,True,True,Misfactous
IckleCazza,Facebook is useless now,1,2025-08-15 14:50:22+00:00,526.0.0,False,0,"Feed doesn’t load past 3 or 4 posts. App is full of nonsense ads and influencer rubbish that no matter how many times I tell it I’m not interested, keep appearing.",,gb,Facebook is useless now,"Feed doesn’t load past 3 or 4 posts. App is full of nonsense ads and influencer rubbish that no matter how many times I tell it I’m not interested, keep appearing.",facebook is useless now,"feed doesn t load past 3 or 4 posts. application is full of nonsense ads and influencer rubbish that no matter how many times i tell it i m not interested, keep appearing.","Facebook is useless now Feed doesn’t load past 3 or 4 posts. App is full of nonsense ads and influencer rubbish that no matter how many times I tell it I’m not interested, keep appearing.","facebook is useless now feed doesn t load past 3 or 4 posts. application is full of nonsense ads and influencer rubbish that no matter how many times i tell it i m not interested, keep appearing.",187,35,True,True,IckleCazza
Mikey457-1,Not how it use to be,1,2025-08-15 11:52:59+00:00,526.0.0,False,0,"Facebook has gone way too commercial and not what intended be for social networking and friend catch up, needs to be changed to how it use to be",,gb,Not how it use to be,"Facebook has gone way too commercial and not what intended be for social networking and friend catch up, needs to be changed to how it use to be",not how it use to be,"facebook has gone way too commercial and not what intended be for social networking and friend catch up, needs to be changed to how it use to be","Not how it use to be Facebook has gone way too commercial and not what intended be for social networking and friend catch up, needs to be changed to how it use to be","not how it use to be facebook has gone way too commercial and not what intended be for social networking and friend catch up, needs to be changed to how it use to be",165,34,True,True,Mikey457-1
Lionessaza,Opportunity Knocks,5,2025-08-15 11:19:36+00:00,526.0.0,False,0,Facebook media is an opportunity to share information inviting people globally to share information about what ever happened in real life or in fiction. Meeting people from across the globe. Thank you,,gb,Opportunity Knocks,Facebook media is an opportunity to share information inviting people globally to share information about what ever happened in real life or in fiction. Meeting people from across the globe. Thank you,opportunity knocks,facebook media is an opportunity to share information inviting people globally to share information about what ever happened in real life or in fiction. meeting people from across the globe. thank you,Opportunity Knocks Facebook media is an opportunity to share information inviting people globally to share information about what ever happened in real life or in fiction. Meeting people from across the globe. Thank you,opportunity knocks facebook media is an opportunity to share information inviting people globally to share information about what ever happened in real life or in fiction. meeting people from across the globe. thank you,219,34,True,True,Lionessaza
Emilia/Marcin,Pyszne,5,2025-08-15 10:56:22+00:00,526.0.0,False,0,Smaczne jak u mamy.Personel usmiechniety i gotowy na kazde wyzwanie.Bardzo polecam.,,gb,Pyszne,Smaczne jak u mamy. Personel usmiechniety i gotowy na kazde wyzwanie. Bardzo polecam.,pyszne,smaczne jak u mamy. personel usmiechniety i gotowy na kazde wyzwanie. bardzo polecam.,Pyszne Smaczne jak u mamy. Personel usmiechniety i gotowy na kazde wyzwanie. Bardzo polecam.,pyszne smaczne jak u mamy. personel usmiechniety i gotowy na kazde wyzwanie. bardzo polecam.,92,14,True,True,Emilia/Marcin
Pokémon mum,Where are my friends?,1,2025-08-15 10:52:38+00:00,526.0.0,False,0,Used to be great to keep in touch with distant friends. These days it’s full of advertising feeds and I have to type in friend names to find them. Not what the app used to be.,,gb,Where are my friends?,Used to be great to keep in touch with distant friends. These days it’s full of advertising feeds and I have to type in friend names to find them. Not what the app used to be.,where are my friends?,used to be great to keep in touch with distant friends. these days it s full of advertising feeds and i have to type in friend names to find them. not what the application used to be.,Where are my friends? Used to be great to keep in touch with distant friends. These days it’s full of advertising feeds and I have to type in friend names to find them. Not what the app used to be.,where are my friends? used to be great to keep in touch with distant friends. these days it s full of advertising feeds and i have to type in friend names to find them. not what the application used to be.,197,40,True,True,Pokémon mum
Peelerr,F & K,5,2025-08-15 07:49:49+00:00,526.0.0,False,0,"Always such a pleasant experience dealing with Nick and the team. Genuinely go out of their way to help. Always a quick service, carried out by people who are genuinely nice. Such a breath of fresh air in today’s society. 100% recommend.",,gb,F & K,"Always such a pleasant experience dealing with Nick and the team. Genuinely go out of their way to help. Always a quick service, carried out by people who are genuinely nice. Such a breath of fresh air in today’s society. 100% recommend.",f k,"always such a pleasant experience dealing with nick and the team. genuinely go out of their way to help. always a quick service, carried out by people who are genuinely nice. such a breath of fresh air in today s society. 100 recommend.","F & K Always such a pleasant experience dealing with Nick and the team. Genuinely go out of their way to help. Always a quick service, carried out by people who are genuinely nice. Such a breath of fresh air in today’s society. 100% recommend.","f k always such a pleasant experience dealing with nick and the team. genuinely go out of their way to help. always a quick service, carried out by people who are genuinely nice. such a breath of fresh air in today s society. 100 recommend.",243,45,True,True,Peelerr
Mike Etherington,Update review,1,2025-08-15 07:46:35+00:00,526.0.0,False,0,I feel there’s too much guidance on what we’re allowed to say now. Unfortunate as this started out as such a good app.,,gb,Update review,I feel there’s too much guidance on what we’re allowed to say now. Unfortunate as this started out as such a good app.,software update review,i feel there s too much guidance on what we re allowed to say now. unfortunate as this started out as such a good application,Update review I feel there’s too much guidance on what we’re allowed to say now. Unfortunate as this started out as such a good app.,software update review i feel there s too much guidance on what we re allowed to say now. unfortunate as this started out as such a good application,132,25,True,True,Mike Etherington
Peeko1979,Broken,1,2025-08-15 07:10:41+00:00,526.0.0,False,0,Yet again you have managed to make this app worse !!!!!!!  Put marketplace back to the way it was it’s just awful now!!!!,,gb,Broken,Yet again you have managed to make this app worse! ! ! Put marketplace back to the way it was it’s just awful now! ! !,broken,yet again you have managed to make this application worse! ! ! put marketplace back to the way it was it s just awful now! ! !,Broken Yet again you have managed to make this app worse! ! ! Put marketplace back to the way it was it’s just awful now! ! !,broken yet again you have managed to make this application worse! ! ! put marketplace back to the way it was it s just awful now! ! !,125,27,True,True,Peeko1979
Julesrevolurion,Getting Worse,2,2025-08-15 05:28:59+00:00,526.0.0,False,0,"More invasive, more divisive, more adverts, less autonomy, less control.",,gb,Getting Worse,"More invasive, more divisive, more adverts, less autonomy, less control.",getting worse,"more invasive, more divisive, more adverts, less autonomy, less control.","Getting Worse More invasive, more divisive, more adverts, less autonomy, less control.","getting worse more invasive, more divisive, more adverts, less autonomy, less control.",86,12,True,True,Julesrevolurion
SamAli110,"Old customer of FB,",5,2025-08-15 04:22:46+00:00,526.0.0,False,0,"I’m an old custoner, My advisertisement is restricted on No concrete basis…. It should be lifted",,gb,"Old customer of FB,","I’m an old custoner, My advisertisement is restricted on No concrete basis. . . It should be lifted","old customer of fb,","i m an old custoner, my advisertisement is restricted on no concrete basis. . . it should be lifted","Old customer of FB, I’m an old custoner, My advisertisement is restricted on No concrete basis. . . It should be lifted","old customer of fb, i m an old custoner, my advisertisement is restricted on no concrete basis. . . it should be lifted",119,22,True,True,SamAli110
:(;(!!,Not everyone lives in USA,2,2025-08-15 03:17:32+00:00,526.0.0,False,0,Feed up of posts for tv selling or anything on the other side of the globe,,gb,Not everyone lives in USA,Feed up of posts for tv selling or anything on the other side of the globe,not everyone lives in usa,feed up of posts for tv selling or anything on the other side of the globe,Not everyone lives in USA Feed up of posts for tv selling or anything on the other side of the globe,not everyone lives in usa feed up of posts for tv selling or anything on the other side of the globe,100,21,True,True,: (; (! !
Angelx78,You request code but don’t send one,1,2025-08-15 02:35:59+00:00,526.0.0,False,0,You request you send a code to my mobile but not sending it!!!! Clearly a glitch but so infuriating!!! Sort it out,,gb,You request code but don’t send one,You request you send a code to my mobile but not sending it! ! ! Clearly a glitch but so infuriating! ! ! Sort it out,you request code but don t send one,you request you send a code to my mobile but not sending it! ! ! clearly a software glitch but so infuriating! ! ! sort it out,You request code but don’t send one You request you send a code to my mobile but not sending it! ! ! Clearly a glitch but so infuriating! ! ! Sort it out,you request code but don t send one you request you send a code to my mobile but not sending it! ! ! clearly a software glitch but so infuriating! ! ! sort it out,153,33,True,True,Angelx78
Kukudinana,My review about facebook,5,2025-08-15 01:48:30+00:00,526.0.0,False,0,It’s exciting 👌🏻,,gb,My review about facebook,It’s exciting 👌🏻,my review about facebook,it s exciting,My review about facebook It’s exciting 👌🏻,my review about facebook it s exciting,41,7,True,True,Kukudinana
Clarencehurst,Great pub,5,2025-08-15 01:38:46+00:00,526.0.0,False,0,Lovely atmosphere great pub lovely food. Dog friendly. Brit stop the list goes on. They cater for just about everyone GF Vegan Vegetarian and just us normal foodies. Lovely service from friendly staff. We had a great experience here will definitely return.,,gb,Great pub,Lovely atmosphere great pub lovely food. Dog friendly. Brit stop the list goes on. They cater for just about everyone GF Vegan Vegetarian and just us normal foodies. Lovely service from friendly staff. We had a great experience here will definitely return.,great pub,lovely atmosphere great pub lovely food. dog friendly. brit stop the list goes on. they cater for just about everyone gf vegan vegetarian and just us normal foodies. lovely service from friendly staff. we had a great experience here will definitely return.,Great pub Lovely atmosphere great pub lovely food. Dog friendly. Brit stop the list goes on. They cater for just about everyone GF Vegan Vegetarian and just us normal foodies. Lovely service from friendly staff. We had a great experience here will definitely return.,great pub lovely atmosphere great pub lovely food. dog friendly. brit stop the list goes on. they cater for just about everyone gf vegan vegetarian and just us normal foodies. lovely service from friendly staff. we had a great experience here will definitely return.,266,44,True,True,Clarencehurst
kfs100,Too much Spam,3,2025-08-15 00:24:10+00:00,526.0.0,False,0,Love FB for the personal connections but getting increasingly frustrated by the huge number of posts on my feed which aren’t from friends or groups I belong to.,,gb,Too much Spam,Love FB for the personal connections but getting increasingly frustrated by the huge number of posts on my feed which aren’t from friends or groups I belong to.,too much spam,love fb for the personal connections but getting increasingly frustrated by the huge number of posts on my feed which aren t from friends or groups i belong to.,Too much Spam Love FB for the personal connections but getting increasingly frustrated by the huge number of posts on my feed which aren’t from friends or groups I belong to.,too much spam love fb for the personal connections but getting increasingly frustrated by the huge number of posts on my feed which aren t from friends or groups i belong to.,174,31,True,True,kfs100
Monir bd,Goo app,5,2025-08-14 21:30:58+00:00,526.0.0,False,0,Nice app,,gb,Goo app,Nice app,goo application,nice application,Goo app Nice app,goo application nice application,16,4,True,True,Monir bd
caindan,There’s no reviews for bare adverts,1,2025-08-14 18:56:53+00:00,526.0.0,False,0,Constant gambling adverts! Literally constant!,,gb,There’s no reviews for bare adverts,Constant gambling adverts! Literally constant!,there s no reviews for bare adverts,constant gambling adverts! literally constant!,There’s no reviews for bare adverts Constant gambling adverts! Literally constant!,there s no reviews for bare adverts constant gambling adverts! literally constant!,82,11,True,True,caindan
NessieBessieWOP,Good app,5,2025-08-14 15:22:15+00:00,526.0.0,False,0,"Been using Facebook since 2009 and it’s changed so much. I miss the old themes and the games etc. but it’s more organised now which is cool. Apart from its hard to see just your friends posts, no idea how to do that. A lot of spam on my feed.",,gb,Good app,"Been using Facebook since 2009 and it’s changed so much. I miss the old themes and the games etc. but it’s more organised now which is cool. Apart from its hard to see just your friends posts, no idea how to do that. A lot of spam on my feed.",good application,"been using facebook since 2009 and it s changed so much. i miss the old themes and the games etc. but it s more organised now which is cool. apart from its hard to see just your friends posts, no idea how to do that. a lot of spam on my feed.","Good app Been using Facebook since 2009 and it’s changed so much. I miss the old themes and the games etc. but it’s more organised now which is cool. Apart from its hard to see just your friends posts, no idea how to do that. A lot of spam on my feed.","good application been using facebook since 2009 and it s changed so much. i miss the old themes and the games etc. but it s more organised now which is cool. apart from its hard to see just your friends posts, no idea how to do that. a lot of spam on my feed.",251,52,True,True,NessieBessieWOP
Briot96,Racism,2,2025-08-14 15:00:53+00:00,526.0.0,False,0,"I’m getting so upset by all the hatred towards each other.  Maybe I’m too sensitive, I might need to take a break",,gb,Racism,"I’m getting so upset by all the hatred towards each other. Maybe I’m too sensitive, I might need to take a break",racism,"i m getting so upset by all the hatred towards each other. maybe i m too sensitive, i might need to take a break","Racism I’m getting so upset by all the hatred towards each other. Maybe I’m too sensitive, I might need to take a break","racism i m getting so upset by all the hatred towards each other. maybe i m too sensitive, i might need to take a break",119,23,True,True,Briot96
Liolix,Stop refreshing the feed and stop AI spam,1,2025-08-14 14:35:45+00:00,526.0.0,False,0,"Watching a post or a video and when going back to feed - it refreshes and you lose the track of where that post was. How stupid is that??
There’s an increasing amount of AI generated nonsense posts from pages which rely on AI automation to generate posts. The posts use a mix of recycled facts or events which already occurred years go but essentially are useless information today. I now have to block almost every 2nd post which is suggested by FB. Bottom line - users either need controls to stop AI generated posts from appearing the feed or FB needs to stop pushing stuff into feed which you never signed up for or follow.",,gb,Stop refreshing the feed and stop AI spam,Watching a post or a video and when going back to feed - it refreshes and you lose the track of where that post was. How stupid is that? ? There’s an increasing amount of AI generated nonsense posts from pages which rely on AI automation to generate posts. The posts use a mix of recycled facts or events which already occurred years go but essentially are useless information today. I now have to block almost every 2nd post which is suggested by FB. Bottom line - users either need controls to stop AI generated posts from appearing the feed or FB needs to stop pushing stuff into feed which you never signed up for or follow.,stop refreshing the feed and stop ai spam,watching a post or a video and when going back to feed - it refreshes and you lose the track of where that post was. how stupid is that? ? there s an increasing amount of ai generated nonsense posts from pages which rely on ai automation to generate posts. the posts use a mix of recycled facts or events which already occurred years go but essentially are useless information today. i now have to block almost every 2nd post which is suggested by fb. bottom line - users either need controls to stop ai generated posts from appearing the feed or fb needs to stop pushing stuff into feed which you never signed up for or follow.,Stop refreshing the feed and stop AI spam Watching a post or a video and when going back to feed - it refreshes and you lose the track of where that post was. How stupid is that? ? There’s an increasing amount of AI generated nonsense posts from pages which rely on AI automation to generate posts. The posts use a mix of recycled facts or events which already occurred years go but essentially are useless information today. I now have to block almost every 2nd post which is suggested by FB. Bottom line - users either need controls to stop AI generated posts from appearing the feed or FB needs to stop pushing stuff into feed which you never signed up for or follow.,stop refreshing the feed and stop ai spam watching a post or a video and when going back to feed - it refreshes and you lose the track of where that post was. how stupid is that? ? there s an increasing amount of ai generated nonsense posts from pages which rely on ai automation to generate posts. the posts use a mix of recycled facts or events which already occurred years go but essentially are useless information today. i now have to block almost every 2nd post which is suggested by fb. bottom line - users either need controls to stop ai generated posts from appearing the feed or fb needs to stop pushing stuff into feed which you never signed up for or follow.,670,125,True,True,Liolix
Hungrywilmy,Two doors,5,2025-08-14 13:57:50+00:00,526.0.0,False,0,Great choice of local beers beer and ciders. Definitely my local,,gb,Two doors,Great choice of local beers beer and ciders. Definitely my local,two doors,great choice of local beers beer and ciders. definitely my local,Two doors Great choice of local beers beer and ciders. Definitely my local,two doors great choice of local beers beer and ciders. definitely my local,74,13,True,True,Hungrywilmy
‏باي بول والمبارك,بايب,5,2025-08-14 13:36:36+00:00,526.0.0,False,0,ودبرك,,gb,بايب,ودبرك,بايب,ودبرك,بايب ودبرك,بايب ودبرك,10,2,True,True,‏باي بول والمبارك
Naruview,Great place,5,2025-08-14 12:21:45+00:00,526.0.0,False,0,"I love using Facebook and it is very nice place to share and see people, I enjoy to help people on here although I have had my profile deleted before for unknown reasons.",,gb,Great place,"I love using Facebook and it is very nice place to share and see people, I enjoy to help people on here although I have had my profile deleted before for unknown reasons.",great place,"i love using facebook and it is very nice place to share and see people, i enjoy to help people on here although i have had my profile deleted before for unknown reasons.","Great place I love using Facebook and it is very nice place to share and see people, I enjoy to help people on here although I have had my profile deleted before for unknown reasons.","great place i love using facebook and it is very nice place to share and see people, i enjoy to help people on here although i have had my profile deleted before for unknown reasons.",182,35,True,True,Naruview
