userName,title,rating,date,version,isEdited,voteCount,review,developerResponse,country,title_clean,review_clean,title_normalized,review_normalized,text_clean,text_normalized,text_length,word_count,has_title,has_review,username_clean,title_clean_language,title_clean_language_confidence,title_clean_translated,review_clean_language,review_clean_language_confidence,review_clean_translated
Keeping it one hundred,What’s going on??,1,2025-08-16 14:43:48+00:00,526.0.0,False,0,"I set up a Facebook acct linked to my phone #, and apparently someone else (Pierre)) has my acct also.",,us,What’s going on? ?,"I set up a Facebook acct linked to my phone #, and apparently someone else (Pierre)) has my acct also.",what s going on? ?,"i set up a facebook acct linked to my phone , and apparently someone else pierre has my acct also.","What’s going on? ? I set up a Facebook acct linked to my phone #, and apparently someone else (Pierre)) has my acct also.","what s going on? ? i set up a facebook acct linked to my phone , and apparently someone else pierre has my acct also.",121,24,True,True,Keeping it one hundred,en,0.8500000000000001,What’s going on? ?,en,1.0,"I set up a Facebook acct linked to my phone #, and apparently someone else (Pierre)) has my acct also."
Sarapinkdog,Unwanted Sexual Reels,1,2025-08-16 14:41:02+00:00,526.0.0,False,0,"Suggested reels are coming up on my feed of women in sexual situations or not wearing a bra/underwear in suggestive situations. I don’t watch reels to begin with or anything related to those types of videos for them to come up. I have friends who have posted that they are also getting those videos suggested. Hiding and reporting sexual content only work’s temporarily and then they get pushed again. Hiding the video doesn’t actually hide the video, it dims it but it’s still clearly visible. Facebook needs to stop allowing these videos to keep being posted and pushed to peoples feeds or there’s going to be issues.",,us,Unwanted Sexual Reels,"Suggested reels are coming up on my feed of women in sexual situations or not wearing a bra/underwear in suggestive situations. I don’t watch reels to begin with or anything related to those types of videos for them to come up. I have friends who have posted that they are also getting those videos suggested. Hiding and reporting sexual content only work’s temporarily and then they get pushed again. Hiding the video doesn’t actually hide the video, it dims it but it’s still clearly visible. Facebook needs to stop allowing these videos to keep being posted and pushed to peoples feeds or there’s going to be issues.",unwanted sexual reels,"suggested reels are coming up on my feed of women in sexual situations or not wearing a bra underwear in suggestive situations. i don t watch reels to begin with or anything related to those types of videos for them to come up. i have friends who have posted that they are also getting those videos suggested. hiding and reporting sexual content only work s temporarily and then they get pushed again. hiding the video doesn t actually hide the video, it dims it but it s still clearly visible. facebook needs to stop allowing these videos to keep being posted and pushed to peoples feeds or there s going to be issues.","Unwanted Sexual Reels Suggested reels are coming up on my feed of women in sexual situations or not wearing a bra/underwear in suggestive situations. I don’t watch reels to begin with or anything related to those types of videos for them to come up. I have friends who have posted that they are also getting those videos suggested. Hiding and reporting sexual content only work’s temporarily and then they get pushed again. Hiding the video doesn’t actually hide the video, it dims it but it’s still clearly visible. Facebook needs to stop allowing these videos to keep being posted and pushed to peoples feeds or there’s going to be issues.","unwanted sexual reels suggested reels are coming up on my feed of women in sexual situations or not wearing a bra underwear in suggestive situations. i don t watch reels to begin with or anything related to those types of videos for them to come up. i have friends who have posted that they are also getting those videos suggested. hiding and reporting sexual content only work s temporarily and then they get pushed again. hiding the video doesn t actually hide the video, it dims it but it s still clearly visible. facebook needs to stop allowing these videos to keep being posted and pushed to peoples feeds or there s going to be issues.",641,110,True,True,Sarapinkdog,en,1.0,Unwanted Sexual Reels,en,1.0,"Suggested reels are coming up on my feed of women in sexual situations or not wearing a bra/underwear in suggestive situations. I don’t watch reels to begin with or anything related to those types of videos for them to come up. I have friends who have posted that they are also getting those videos suggested. Hiding and reporting sexual content only work’s temporarily and then they get pushed again. Hiding the video doesn’t actually hide the video, it dims it but it’s still clearly visible. Facebook needs to stop allowing these videos to keep being posted and pushed to peoples feeds or there’s going to be issues."
I’m I’m just saying use,Ty,4,2025-08-16 14:31:47+00:00,526.0.0,False,0,Lu  was oh ioI’m cooo z,,us,Ty,Lu was oh ioI’m cooo z,ty,lu was oh ioi m cooo z,Ty Lu was oh ioI’m cooo z,ty lu was oh ioi m cooo z,25,7,True,True,I’m I’m just saying use,unknown,0.0,Ty,so,0.95,"I'm sorry, but the text you provided seems to be incomplete or unclear. Could you please provide more context or clarify the text so I can accurately translate it for you?"
3RAH3,Meta,3,2025-08-16 14:31:07+00:00,526.0.0,False,0,Social Logistical censorship propaganda At its finest,,us,Meta,Social Logistical censorship propaganda At its finest,meta,social logistical censorship propaganda at its finest,Meta Social Logistical censorship propaganda At its finest,meta social logistical censorship propaganda at its finest,58,8,True,True,3RAH3,unknown,0.0,Meta,en,1.0,Social Logistical censorship propaganda At its finest
Mimi Stu,AI,5,2025-08-16 14:30:27+00:00,526.0.0,False,0,"I love having Facebook because I can keep up with my friends and family!❤️
I used to have AI on it for replies and it helped me to give a more detailed response but it doesn’t pop up anymore and I wish it did
Thank you again for all you do And may you have a very blessed and prosper!!!😘",,us,AI,I love having Facebook because I can keep up with my friends and family! ❤️ I used to have AI on it for replies and it helped me to give a more detailed response but it doesn’t pop up anymore and I wish it did Thank you again for all you do And may you have a very blessed and prosper! ! ! 😘,ai,i love having facebook because i can keep up with my friends and family! i used to have ai on it for replies and it helped me to give a more detailed response but it doesn t pop up anymore and i wish it did thank you again for all you do and may you have a very blessed and prosper! ! !,AI I love having Facebook because I can keep up with my friends and family! ❤️ I used to have AI on it for replies and it helped me to give a more detailed response but it doesn’t pop up anymore and I wish it did Thank you again for all you do And may you have a very blessed and prosper! ! ! 😘,ai i love having facebook because i can keep up with my friends and family! i used to have ai on it for replies and it helped me to give a more detailed response but it doesn t pop up anymore and i wish it did thank you again for all you do and may you have a very blessed and prosper! ! !,294,65,True,True,Mimi Stu,unknown,0.0,AI,en,1.0,I love having Facebook because I can keep up with my friends and family! ❤️ I used to have AI on it for replies and it helped me to give a more detailed response but it doesn’t pop up anymore and I wish it did Thank you again for all you do And may you have a very blessed and prosper! ! ! 😘
kougarkar,Fb,1,2025-08-16 14:29:00+00:00,526.0.0,False,0,Quit changing stuff!!  I hate the new updates!! Get rid of Facebook jail stupidest thing ever!!,,us,Fb,Quit changing stuff! ! I hate the new updates! ! Get rid of Facebook jail stupidest thing ever! !,fb,quit changing stuff! ! i hate the new updates! ! get rid of facebook jail stupidest thing ever! !,Fb Quit changing stuff! ! I hate the new updates! ! Get rid of Facebook jail stupidest thing ever! !,fb quit changing stuff! ! i hate the new updates! ! get rid of facebook jail stupidest thing ever! !,100,20,True,True,kougarkar,unknown,0.0,Fb,en,1.0,Quit changing stuff! ! I hate the new updates! ! Get rid of Facebook jail stupidest thing ever! !
Stranded by BA,Fake Account,3,2025-08-17 00:01:37+00:00,526.0.0,False,0,"Some one opened a fake account with my pictures a few months ago but despite my reporting of this fake/cloned account many many times, FB haven’t removed this yet saying that it didn’t go against community standards etc. How is it complying with FB standards when someone opens an account stealing my pictures from my page? The account name is M D Khairul.",,gb,Fake Account,"Some one opened a fake account with my pictures a few months ago but despite my reporting of this fake/cloned account many many times, FB haven’t removed this yet saying that it didn’t go against community standards etc. How is it complying with FB standards when someone opens an account stealing my pictures from my page? The account name is M D Khairul.",fake account,"some one opened a fake account with my pictures a few months ago but despite my reporting of this fake cloned account many many times, fb haven t removed this yet saying that it didn t go against community standards etc. how is it complying with fb standards when someone opens an account stealing my pictures from my page? the account name is m d khairul.","Fake Account Some one opened a fake account with my pictures a few months ago but despite my reporting of this fake/cloned account many many times, FB haven’t removed this yet saying that it didn’t go against community standards etc. How is it complying with FB standards when someone opens an account stealing my pictures from my page? The account name is M D Khairul.","fake account some one opened a fake account with my pictures a few months ago but despite my reporting of this fake cloned account many many times, fb haven t removed this yet saying that it didn t go against community standards etc. how is it complying with fb standards when someone opens an account stealing my pictures from my page? the account name is m d khairul.",369,65,True,True,Stranded by BA,en,0.8500000000000001,Fake Account,en,1.0,"Some one opened a fake account with my pictures a few months ago but despite my reporting of this fake/cloned account many many times, FB haven’t removed this yet saying that it didn’t go against community standards etc. How is it complying with FB standards when someone opens an account stealing my pictures from my page? The account name is M D Khairul."
Mdsyyab,Social,5,2025-08-16 17:54:55+00:00,526.0.0,False,0,Best place to be aware of social activities and connections 👍👍👍,,gb,Social,Best place to be aware of social activities and connections 👍👍👍,social,best place to be aware of social activities and connections,Social Best place to be aware of social activities and connections 👍👍👍,social best place to be aware of social activities and connections,70,12,True,True,Mdsyyab,es,0.8500000000000001,Social,en,1.0,Best place to be aware of social activities and connections 👍👍👍
albertoonechop,Used to good,2,2025-08-16 16:49:39+00:00,526.0.0,False,0,"Face book was good before all the covert censorship and collaboration with government and other entities,don’t trust it whatsoever anymore,when face book was more monitor than judge and jury and an extra arm of government",,gb,Used to good,"Face book was good before all the covert censorship and collaboration with government and other entities, don’t trust it whatsoever anymore, when face book was more monitor than judge and jury and an extra arm of government",used to good,"face book was good before all the covert censorship and collaboration with government and other entities, don t trust it whatsoever anymore, when face book was more monitor than judge and jury and an extra arm of government","Used to good Face book was good before all the covert censorship and collaboration with government and other entities, don’t trust it whatsoever anymore, when face book was more monitor than judge and jury and an extra arm of government","used to good face book was good before all the covert censorship and collaboration with government and other entities, don t trust it whatsoever anymore, when face book was more monitor than judge and jury and an extra arm of government",236,40,True,True,albertoonechop,en,0.8500000000000001,Used to good,en,1.0,"Face book was good before all the covert censorship and collaboration with government and other entities, don’t trust it whatsoever anymore, when face book was more monitor than judge and jury and an extra arm of government"
Lal Hero,Love Facebook,5,2025-08-16 16:45:50+00:00,526.0.0,False,0,Facebook is an amazing place for us to find friends old and new and to share all things social and also important information,,gb,Love Facebook,Facebook is an amazing place for us to find friends old and new and to share all things social and also important information,love facebook,facebook is an amazing place for us to find friends old and new and to share all things social and also important information,Love Facebook Facebook is an amazing place for us to find friends old and new and to share all things social and also important information,love facebook facebook is an amazing place for us to find friends old and new and to share all things social and also important information,139,25,True,True,Lal Hero,sk,0.8,Milujem Facebook.,en,1.0,Facebook is an amazing place for us to find friends old and new and to share all things social and also important information
Stphnwlkr,Ux Hellscape,1,2025-08-16 14:03:22+00:00,526.0.0,False,0,What in gods green earth possessed you to change the way you have to stretch your finger to the right of someone’s comment if you wanted to react. On top of reversing the reactions. Yet on the main timeline. Posts are normal. Are you trolling or what?,,gb,Ux Hellscape,What in gods green earth possessed you to change the way you have to stretch your finger to the right of someone’s comment if you wanted to react. On top of reversing the reactions. Yet on the main timeline. Posts are normal. Are you trolling or what?,user experience hellscape,what in gods green earth possessed you to change the way you have to stretch your finger to the right of someone s comment if you wanted to react. on top of reversing the reactions. yet on the main timeline. posts are normal. are you trolling or what?,Ux Hellscape What in gods green earth possessed you to change the way you have to stretch your finger to the right of someone’s comment if you wanted to react. On top of reversing the reactions. Yet on the main timeline. Posts are normal. Are you trolling or what?,user experience hellscape what in gods green earth possessed you to change the way you have to stretch your finger to the right of someone s comment if you wanted to react. on top of reversing the reactions. yet on the main timeline. posts are normal. are you trolling or what?,264,49,True,True,Stphnwlkr,ca,0.8,Hellscape,en,1.0,What in gods green earth possessed you to change the way you have to stretch your finger to the right of someone’s comment if you wanted to react. On top of reversing the reactions. Yet on the main timeline. Posts are normal. Are you trolling or what?
Jells!,Adverts,1,2025-08-16 12:29:22+00:00,526.0.0,False,0,Too many irrelevant pointless over sensationalised adverts,,gb,Adverts,Too many irrelevant pointless over sensationalised adverts,adverts,too many irrelevant pointless over sensationalised adverts,Adverts Too many irrelevant pointless over sensationalised adverts,adverts too many irrelevant pointless over sensationalised adverts,66,8,True,True,Jells!,no,0.8,Advertisements,en,1.0,Too many irrelevant pointless over sensationalised adverts
Nigeralla sugar plum fairy,Penzance pride 2025,5,2025-08-16 11:28:43+00:00,526.0.0,False,0,Penzance was great this meeting for the first time a drag queen called Mandy and also meeting Roxy Moran too of my favourite drsg queens of all time,,gb,Penzance pride 2025,Penzance was great this meeting for the first time a drag queen called Mandy and also meeting Roxy Moran too of my favourite drsg queens of all time,penzance pride 2025,penzance was great this meeting for the first time a drag queen called mandy and also meeting roxy moran too of my favourite drsg queens of all time,Penzance pride 2025 Penzance was great this meeting for the first time a drag queen called Mandy and also meeting Roxy Moran too of my favourite drsg queens of all time,penzance pride 2025 penzance was great this meeting for the first time a drag queen called mandy and also meeting roxy moran too of my favourite drsg queens of all time,168,31,True,True,Nigeralla sugar plum fairy,es,0.8500000000000001,Orgullo de Penzance 2025,en,1.0,Penzance was great this meeting for the first time a drag queen called Mandy and also meeting Roxy Moran too of my favourite drsg queens of all time
Zeebiesjkl,Too many ads.,1,2025-08-16 11:17:27+00:00,526.0.0,False,0,Hardly looking any more because of all the ads and missing friends,,gb,Too many ads.,Hardly looking any more because of all the ads and missing friends,too many ads.,hardly looking any more because of all the ads and missing friends,Too many ads. Hardly looking any more because of all the ads and missing friends,too many ads. hardly looking any more because of all the ads and missing friends,80,15,True,True,Zeebiesjkl,so,0.8,Demasiada publicidad.,en,1.0,Hardly looking any more because of all the ads and missing friends
Atlantic 259,Great platform,5,2025-08-16 10:50:41+00:00,526.0.0,False,0,Face book is a great place to share news and information,,gb,Great platform,Face book is a great place to share news and information,great platform,face book is a great place to share news and information,Great platform Face book is a great place to share news and information,great platform face book is a great place to share news and information,71,13,True,True,Atlantic 259,en,0.8500000000000001,Great platform,en,1.0,Face book is a great place to share news and information
Cider4me,Feed won’t load,3,2025-08-16 07:53:59+00:00,526.0.0,False,0,Since the last app update a couple of days ago the feeds in the app won’t load. Very annoying.,,gb,Feed won’t load,Since the last app update a couple of days ago the feeds in the app won’t load. Very annoying.,feed won t load,since the last application software update a couple of days ago the feeds in the application won t load. very annoying.,Feed won’t load Since the last app update a couple of days ago the feeds in the app won’t load. Very annoying.,feed won t load since the last application software update a couple of days ago the feeds in the application won t load. very annoying.,110,22,True,True,Cider4me,en,0.8500000000000001,Feed won’t load,en,1.0,Since the last app update a couple of days ago the feeds in the app won’t load. Very annoying.
Gambla b,Account unavailable,2,2025-08-16 07:06:18+00:00,526.0.0,False,0,I cannot post or at most times get into my account when I try settings it keeps saying this is unavailable at the moment,,gb,Account unavailable,I cannot post or at most times get into my account when I try settings it keeps saying this is unavailable at the moment,account unavailable,i cannot post or at most times get into my account when i try settings it keeps saying this is unavailable at the moment,Account unavailable I cannot post or at most times get into my account when I try settings it keeps saying this is unavailable at the moment,account unavailable i cannot post or at most times get into my account when i try settings it keeps saying this is unavailable at the moment,140,26,True,True,Gambla b,ca,0.8,Compte indisponible,en,1.0,I cannot post or at most times get into my account when I try settings it keeps saying this is unavailable at the moment
Sn00k110,Good and bad,3,2025-08-16 05:35:08+00:00,526.0.0,False,0,"Facebook has its good points enabling us to be reminded of our friends.
Sadly, there’s also an opportunity for an awful lot of rubbish and false information. Some of what is printed is extremely irritating.",,gb,Good and bad,"Facebook has its good points enabling us to be reminded of our friends. Sadly, there’s also an opportunity for an awful lot of rubbish and false information. Some of what is printed is extremely irritating.",good and bad,"facebook has its good points enabling us to be reminded of our friends. sadly, there s also an opportunity for an awful lot of rubbish and false information. some of what is printed is extremely irritating.","Good and bad Facebook has its good points enabling us to be reminded of our friends. Sadly, there’s also an opportunity for an awful lot of rubbish and false information. Some of what is printed is extremely irritating.","good and bad facebook has its good points enabling us to be reminded of our friends. sadly, there s also an opportunity for an awful lot of rubbish and false information. some of what is printed is extremely irritating.",219,38,True,True,Sn00k110,so,0.8,Bom e ruim,en,1.0,"Facebook has its good points enabling us to be reminded of our friends. Sadly, there’s also an opportunity for an awful lot of rubbish and false information. Some of what is printed is extremely irritating."
tipsy type,complicated,1,2025-08-16 05:29:42+00:00,526.0.0,False,0,complicated,,gb,complicated,complicated,complicated,complicated,complicated complicated,complicated complicated,23,2,True,True,tipsy type,it,0.8500000000000001,complicato,it,0.8500000000000001,complicato
Rsvdw,Adds and sales adds,1,2025-08-16 04:22:00+00:00,526.0.0,False,0,"Just way to many adds and in video/ reel adds. Really disruptive and cannot be turned off. Even when using Marketplace, the adds is horrible 😡",,gb,Adds and sales adds,"Just way to many adds and in video/ reel adds. Really disruptive and cannot be turned off. Even when using Marketplace, the adds is horrible 😡",adds and sales adds,"just way to many adds and in video reel adds. really disruptive and cannot be turned off. even when using marketplace, the adds is horrible","Adds and sales adds Just way to many adds and in video/ reel adds. Really disruptive and cannot be turned off. Even when using Marketplace, the adds is horrible 😡","adds and sales adds just way to many adds and in video reel adds. really disruptive and cannot be turned off. even when using marketplace, the adds is horrible",162,30,True,True,Rsvdw,sv,0.8,Ads and sales ads,en,1.0,"Just way to many adds and in video/ reel adds. Really disruptive and cannot be turned off. Even when using Marketplace, the adds is horrible 😡"
Lord Ridgeon,Rubbish,1,2025-08-16 03:55:55+00:00,526.0.0,False,0,Facebook has gone. More ads than ever and Friend notifications I have no idea who they are. I remove them and within a day I’m removing them all again.,,gb,Rubbish,Facebook has gone. More ads than ever and Friend notifications I have no idea who they are. I remove them and within a day I’m removing them all again.,rubbish,facebook has gone. more ads than ever and friend notifications i have no idea who they are. i remove them and within a day i m removing them all again.,Rubbish Facebook has gone. More ads than ever and Friend notifications I have no idea who they are. I remove them and within a day I’m removing them all again.,rubbish facebook has gone. more ads than ever and friend notifications i have no idea who they are. i remove them and within a day i m removing them all again.,159,30,True,True,Lord Ridgeon,so,0.8,Trash,en,1.0,Facebook has gone. More ads than ever and Friend notifications I have no idea who they are. I remove them and within a day I’m removing them all again.
Fy Fisher,Murrays Kia Plymouth,5,2025-08-16 02:57:30+00:00,526.0.0,False,0,"I have purchased a Kia Xceed for my wife from Matthew King who I have had dealings with for over 23 years I have purchased many vehicles from this dealership but I would only deal with Matt who is knowledgeable and courteous and ensures you receive excellent service and I feel a very good deal .
Thanks again Matt
Roy Whitaker.",,gb,Murrays Kia Plymouth,I have purchased a Kia Xceed for my wife from Matthew King who I have had dealings with for over 23 years I have purchased many vehicles from this dealership but I would only deal with Matt who is knowledgeable and courteous and ensures you receive excellent service and I feel a very good deal. Thanks again Matt Roy Whitaker.,murrays kia plymouth,i have purchased a kia xceed for my wife from matthew king who i have had dealings with for over 23 years i have purchased many vehicles from this dealership but i would only deal with matt who is knowledgeable and courteous and ensures you receive excellent service and i feel a very good deal. thanks again matt roy whitaker.,Murrays Kia Plymouth I have purchased a Kia Xceed for my wife from Matthew King who I have had dealings with for over 23 years I have purchased many vehicles from this dealership but I would only deal with Matt who is knowledgeable and courteous and ensures you receive excellent service and I feel a very good deal. Thanks again Matt Roy Whitaker.,murrays kia plymouth i have purchased a kia xceed for my wife from matthew king who i have had dealings with for over 23 years i have purchased many vehicles from this dealership but i would only deal with matt who is knowledgeable and courteous and ensures you receive excellent service and i feel a very good deal. thanks again matt roy whitaker.,348,63,True,True,Fy Fisher,en,0.8500000000000001,Murrays Kia Plymouth,en,1.0,I have purchased a Kia Xceed for my wife from Matthew King who I have had dealings with for over 23 years I have purchased many vehicles from this dealership but I would only deal with Matt who is knowledgeable and courteous and ensures you receive excellent service and I feel a very good deal. Thanks again Matt Roy Whitaker.
Emooness,Update!,1,2025-08-15 23:12:15+00:00,526.0.0,False,0,"What’s with the stupid additional box that pops up when you click on comments, when you’re scrolling through comments u can’t slide off the left side of the screen to go back a page like you usually can. You have to scroll all the way back to the top of the comments and keep ‘scrolling’ downwards to get the comment box to disappear. Who thought that was a brilliant idea? When ur knee deep being nosey in comments u have to scroll alllllll the way back to the top to come off the comments. Bloody pain",,gb,Update!,"What’s with the stupid additional box that pops up when you click on comments, when you’re scrolling through comments u can’t slide off the left side of the screen to go back a page like you usually can. You have to scroll all the way back to the top of the comments and keep ‘scrolling’ downwards to get the comment box to disappear. Who thought that was a brilliant idea? When ur knee deep being nosey in comments u have to scroll alllllll the way back to the top to come off the comments. Bloody pain",software update,"what s with the stupid additional box that pops up when you click on comments, when you re scrolling through comments u can t slide off the left side of the screen to go back a page like you usually can. you have to scroll all the way back to the top of the comments and keep scrolling downwards to get the comment box to disappear. who thought that was a brilliant idea? when ur knee deep being nosey in comments u have to scroll alllllll the way back to the top to come off the comments. bloody pain","Update! What’s with the stupid additional box that pops up when you click on comments, when you’re scrolling through comments u can’t slide off the left side of the screen to go back a page like you usually can. You have to scroll all the way back to the top of the comments and keep ‘scrolling’ downwards to get the comment box to disappear. Who thought that was a brilliant idea? When ur knee deep being nosey in comments u have to scroll alllllll the way back to the top to come off the comments. Bloody pain","software update what s with the stupid additional box that pops up when you click on comments, when you re scrolling through comments u can t slide off the left side of the screen to go back a page like you usually can. you have to scroll all the way back to the top of the comments and keep scrolling downwards to get the comment box to disappear. who thought that was a brilliant idea? when ur knee deep being nosey in comments u have to scroll alllllll the way back to the top to come off the comments. bloody pain",511,97,True,True,Emooness,ro,0.8,Actualizare!,en,1.0,"What’s with the stupid additional box that pops up when you click on comments, when you’re scrolling through comments u can’t slide off the left side of the screen to go back a page like you usually can. You have to scroll all the way back to the top of the comments and keep ‘scrolling’ downwards to get the comment box to disappear. Who thought that was a brilliant idea? When ur knee deep being nosey in comments u have to scroll alllllll the way back to the top to come off the comments. Bloody pain"
Misfactous,Facebook is anti-Palestine,3,2025-08-15 22:05:30+00:00,526.0.0,False,0,Facebook is not honest,,gb,Facebook is anti-Palestine,Facebook is not honest,facebook is anti-palestine,facebook is not honest,Facebook is anti-Palestine Facebook is not honest,facebook is anti-palestine facebook is not honest,49,7,True,True,Misfactous,en,1.0,Facebook is anti-Palestine,en,1.0,Facebook is not honest
IckleCazza,Facebook is useless now,1,2025-08-15 14:50:22+00:00,526.0.0,False,0,"Feed doesn’t load past 3 or 4 posts. App is full of nonsense ads and influencer rubbish that no matter how many times I tell it I’m not interested, keep appearing.",,gb,Facebook is useless now,"Feed doesn’t load past 3 or 4 posts. App is full of nonsense ads and influencer rubbish that no matter how many times I tell it I’m not interested, keep appearing.",facebook is useless now,"feed doesn t load past 3 or 4 posts. application is full of nonsense ads and influencer rubbish that no matter how many times i tell it i m not interested, keep appearing.","Facebook is useless now Feed doesn’t load past 3 or 4 posts. App is full of nonsense ads and influencer rubbish that no matter how many times I tell it I’m not interested, keep appearing.","facebook is useless now feed doesn t load past 3 or 4 posts. application is full of nonsense ads and influencer rubbish that no matter how many times i tell it i m not interested, keep appearing.",187,35,True,True,IckleCazza,en,1.0,Facebook is useless now,en,1.0,"Feed doesn’t load past 3 or 4 posts. App is full of nonsense ads and influencer rubbish that no matter how many times I tell it I’m not interested, keep appearing."
Mikey457-1,Not how it use to be,1,2025-08-15 11:52:59+00:00,526.0.0,False,0,"Facebook has gone way too commercial and not what intended be for social networking and friend catch up, needs to be changed to how it use to be",,gb,Not how it use to be,"Facebook has gone way too commercial and not what intended be for social networking and friend catch up, needs to be changed to how it use to be",not how it use to be,"facebook has gone way too commercial and not what intended be for social networking and friend catch up, needs to be changed to how it use to be","Not how it use to be Facebook has gone way too commercial and not what intended be for social networking and friend catch up, needs to be changed to how it use to be","not how it use to be facebook has gone way too commercial and not what intended be for social networking and friend catch up, needs to be changed to how it use to be",165,34,True,True,Mikey457-1,en,0.8500000000000001,Not how it use to be,en,1.0,"Facebook has gone way too commercial and not what intended be for social networking and friend catch up, needs to be changed to how it use to be"
Lionessaza,Opportunity Knocks,5,2025-08-15 11:19:36+00:00,526.0.0,False,0,Facebook media is an opportunity to share information inviting people globally to share information about what ever happened in real life or in fiction. Meeting people from across the globe. Thank you,,gb,Opportunity Knocks,Facebook media is an opportunity to share information inviting people globally to share information about what ever happened in real life or in fiction. Meeting people from across the globe. Thank you,opportunity knocks,facebook media is an opportunity to share information inviting people globally to share information about what ever happened in real life or in fiction. meeting people from across the globe. thank you,Opportunity Knocks Facebook media is an opportunity to share information inviting people globally to share information about what ever happened in real life or in fiction. Meeting people from across the globe. Thank you,opportunity knocks facebook media is an opportunity to share information inviting people globally to share information about what ever happened in real life or in fiction. meeting people from across the globe. thank you,219,34,True,True,Lionessaza,en,0.8500000000000001,Opportunity Knocks,en,1.0,Facebook media is an opportunity to share information inviting people globally to share information about what ever happened in real life or in fiction. Meeting people from across the globe. Thank you
Emilia/Marcin,Pyszne,5,2025-08-15 10:56:22+00:00,526.0.0,False,0,Smaczne jak u mamy.Personel usmiechniety i gotowy na kazde wyzwanie.Bardzo polecam.,,gb,Pyszne,Smaczne jak u mamy. Personel usmiechniety i gotowy na kazde wyzwanie. Bardzo polecam.,pyszne,smaczne jak u mamy. personel usmiechniety i gotowy na kazde wyzwanie. bardzo polecam.,Pyszne Smaczne jak u mamy. Personel usmiechniety i gotowy na kazde wyzwanie. Bardzo polecam.,pyszne smaczne jak u mamy. personel usmiechniety i gotowy na kazde wyzwanie. bardzo polecam.,92,14,True,True,Emilia/Marcin,pl,0.8,Delicious,pl,0.95,Tasty like at mom's. Smiling staff and ready for any challenge. Highly recommend.
Pokémon mum,Where are my friends?,1,2025-08-15 10:52:38+00:00,526.0.0,False,0,Used to be great to keep in touch with distant friends. These days it’s full of advertising feeds and I have to type in friend names to find them. Not what the app used to be.,,gb,Where are my friends?,Used to be great to keep in touch with distant friends. These days it’s full of advertising feeds and I have to type in friend names to find them. Not what the app used to be.,where are my friends?,used to be great to keep in touch with distant friends. these days it s full of advertising feeds and i have to type in friend names to find them. not what the application used to be.,Where are my friends? Used to be great to keep in touch with distant friends. These days it’s full of advertising feeds and I have to type in friend names to find them. Not what the app used to be.,where are my friends? used to be great to keep in touch with distant friends. these days it s full of advertising feeds and i have to type in friend names to find them. not what the application used to be.,197,40,True,True,Pokémon mum,en,1.0,Where are my friends?,en,1.0,Used to be great to keep in touch with distant friends. These days it’s full of advertising feeds and I have to type in friend names to find them. Not what the app used to be.
Peelerr,F & K,5,2025-08-15 07:49:49+00:00,526.0.0,False,0,"Always such a pleasant experience dealing with Nick and the team. Genuinely go out of their way to help. Always a quick service, carried out by people who are genuinely nice. Such a breath of fresh air in today’s society. 100% recommend.",,gb,F & K,"Always such a pleasant experience dealing with Nick and the team. Genuinely go out of their way to help. Always a quick service, carried out by people who are genuinely nice. Such a breath of fresh air in today’s society. 100% recommend.",f k,"always such a pleasant experience dealing with nick and the team. genuinely go out of their way to help. always a quick service, carried out by people who are genuinely nice. such a breath of fresh air in today s society. 100 recommend.","F & K Always such a pleasant experience dealing with Nick and the team. Genuinely go out of their way to help. Always a quick service, carried out by people who are genuinely nice. Such a breath of fresh air in today’s society. 100% recommend.","f k always such a pleasant experience dealing with nick and the team. genuinely go out of their way to help. always a quick service, carried out by people who are genuinely nice. such a breath of fresh air in today s society. 100 recommend.",243,45,True,True,Peelerr,de,0.8500000000000001,F & K,en,1.0,"Always such a pleasant experience dealing with Nick and the team. Genuinely go out of their way to help. Always a quick service, carried out by people who are genuinely nice. Such a breath of fresh air in today’s society. 100% recommend."
Mike Etherington,Update review,1,2025-08-15 07:46:35+00:00,526.0.0,False,0,I feel there’s too much guidance on what we’re allowed to say now. Unfortunate as this started out as such a good app.,,gb,Update review,I feel there’s too much guidance on what we’re allowed to say now. Unfortunate as this started out as such a good app.,software update review,i feel there s too much guidance on what we re allowed to say now. unfortunate as this started out as such a good application,Update review I feel there’s too much guidance on what we’re allowed to say now. Unfortunate as this started out as such a good app.,software update review i feel there s too much guidance on what we re allowed to say now. unfortunate as this started out as such a good application,132,25,True,True,Mike Etherington,af,0.8,Update review,en,1.0,I feel there’s too much guidance on what we’re allowed to say now. Unfortunate as this started out as such a good app.
Peeko1979,Broken,1,2025-08-15 07:10:41+00:00,526.0.0,False,0,Yet again you have managed to make this app worse !!!!!!!  Put marketplace back to the way it was it’s just awful now!!!!,,gb,Broken,Yet again you have managed to make this app worse! ! ! Put marketplace back to the way it was it’s just awful now! ! !,broken,yet again you have managed to make this application worse! ! ! put marketplace back to the way it was it s just awful now! ! !,Broken Yet again you have managed to make this app worse! ! ! Put marketplace back to the way it was it’s just awful now! ! !,broken yet again you have managed to make this application worse! ! ! put marketplace back to the way it was it s just awful now! ! !,125,27,True,True,Peeko1979,sk,0.8,Zlomený,en,1.0,Yet again you have managed to make this app worse! ! ! Put marketplace back to the way it was it’s just awful now! ! !
