userName,title,rating,date,version,isEdited,voteCount,review,developerResponse,country,title_clean,review_clean,title_normalized,review_normalized,text_clean,text_normalized,text_length,word_count,has_title,has_review,username_clean,title_clean_language,title_clean_language_confidence,title_clean_translated,review_clean_language,review_clean_language_confidence,review_clean_translated,title_sentiment_positive,title_sentiment_negative,title_sentiment_neutral,title_sentiment_compound,title_sentiment_class,title_sentiment_intensity,review_sentiment_positive,review_sentiment_negative,review_sentiment_neutral,review_sentiment_compound,review_sentiment_class,review_sentiment_intensity
Gilbrass,Not Cool,1,2025-08-16 16:33:46+00:00,526.0.0,False,0,Tracking every step one makes is not cool.,,us,Not Cool,Tracking every step one makes is not cool.,not cool,tracking every step one makes is not cool.,Not Cool Tracking every step one makes is not cool.,not cool tracking every step one makes is not cool.,51,10,True,True,Gilbrass,en,0.8500000000000001,Not Cool,en,1.0,Tracking every step one makes is not cool.,0.0,0.662,0.338,-0.2411,negative,weak,0.0,0.219,0.781,-0.2411,negative,weak
Jonathan rye,Porn,1,2025-08-16 15:39:59+00:00,526.0.0,False,0,There is a lot of pornography ads while watching reels and you say this app is for 12+,,us,Porn,There is a lot of pornography ads while watching reels and you say this app is for 12+,porn,there is a lot of pornography ads while watching reels and you say this application is for 12,Porn There is a lot of pornography ads while watching reels and you say this app is for 12+,porn there is a lot of pornography ads while watching reels and you say this application is for 12,91,19,True,True,Jonathan rye,unknown,0.0,Porn,en,1.0,There is a lot of pornography ads while watching reels and you say this app is for 12+,0.0,0.0,1.0,0.0,neutral,neutral,0.0,0.0,1.0,0.0,neutral,neutral
Buck09584,Ads,1,2025-08-16 15:01:36+00:00,526.0.0,False,0,Too many irrelevant and silly ads,,us,Ads,Too many irrelevant and silly ads,ads,too many irrelevant and silly ads,Ads Too many irrelevant and silly ads,ads too many irrelevant and silly ads,37,7,True,True,Buck09584,unknown,0.0,Ads,en,1.0,Too many irrelevant and silly ads,0.0,0.0,1.0,0.0,neutral,neutral,0.18,0.0,0.82,0.0258,neutral,neutral
Garface239,It’s a cesspool of thought.,1,2025-08-16 14:58:16+00:00,526.0.0,False,0,All the worst things about humanity lay with in. It’s a trash can of thoughts and prayers with nothing but echos of the past lying in waste and filth. It should be studied in the future to see how it motivated the decline of society and morality. May the founders and investors be held accountable and made examples of. For the sake of man destroy this platform.  There is too much open hate on the site.,,us,It’s a cesspool of thought.,All the worst things about humanity lay with in. It’s a trash can of thoughts and prayers with nothing but echos of the past lying in waste and filth. It should be studied in the future to see how it motivated the decline of society and morality. May the founders and investors be held accountable and made examples of. For the sake of man destroy this platform. There is too much open hate on the site.,it s a cesspool of thought.,all the worst things about humanity lay with in. it s a trash can of thoughts and prayers with nothing but echos of the past lying in waste and filth. it should be studied in the future to see how it motivated the decline of society and morality. may the founders and investors be held accountable and made examples of. for the sake of man destroy this platform. there is too much open hate on the site.,It’s a cesspool of thought. All the worst things about humanity lay with in. It’s a trash can of thoughts and prayers with nothing but echos of the past lying in waste and filth. It should be studied in the future to see how it motivated the decline of society and morality. May the founders and investors be held accountable and made examples of. For the sake of man destroy this platform. There is too much open hate on the site.,it s a cesspool of thought. all the worst things about humanity lay with in. it s a trash can of thoughts and prayers with nothing but echos of the past lying in waste and filth. it should be studied in the future to see how it motivated the decline of society and morality. may the founders and investors be held accountable and made examples of. for the sake of man destroy this platform. there is too much open hate on the site.,431,81,True,True,Garface239,en,1.0,It’s a cesspool of thought.,en,1.0,All the worst things about humanity lay with in. It’s a trash can of thoughts and prayers with nothing but echos of the past lying in waste and filth. It should be studied in the future to see how it motivated the decline of society and morality. May the founders and investors be held accountable and made examples of. For the sake of man destroy this platform. There is too much open hate on the site.,0.0,0.0,1.0,0.0,neutral,neutral,0.042,0.218,0.74,-0.9562,negative,very_strong
Antanon82,Inappropriate content never reported,1,2025-08-16 14:46:06+00:00,526.0.0,False,0,Inappropriate contents are tolerated. Unsafe social platform. Obnoxious moderators.,,us,Inappropriate content never reported,Inappropriate contents are tolerated. Unsafe social platform. Obnoxious moderators.,inappropriate content never reported,inappropriate contents are tolerated. unsafe social platform. obnoxious moderators.,Inappropriate content never reported Inappropriate contents are tolerated. Unsafe social platform. Obnoxious moderators.,inappropriate content never reported inappropriate contents are tolerated. unsafe social platform. obnoxious moderators.,120,13,True,True,Antanon82,it,1.0,Contenuti inappropriati mai segnalati,en,1.0,Inappropriate contents are tolerated. Unsafe social platform. Obnoxious moderators.,0.0,0.0,1.0,0.0,neutral,neutral,0.0,0.273,0.727,-0.4588,negative,moderate
Zyg877,Recent update,1,2025-08-16 14:45:47+00:00,526.0.0,False,0,Whatever you just did has screwed up the notification badges. On my iPad it keeps showing a number of new notifications but new ones do not show up on the actual fb notification list. I noticed this yesterday.,,us,Recent update,Whatever you just did has screwed up the notification badges. On my iPad it keeps showing a number of new notifications but new ones do not show up on the actual fb notification list. I noticed this yesterday.,recent software update,whatever you just did has screwed up the notification badges. on my ipad it keeps showing a number of new notifications but new ones do not show up on the actual fb notification list. i noticed this yesterday.,Recent update Whatever you just did has screwed up the notification badges. On my iPad it keeps showing a number of new notifications but new ones do not show up on the actual fb notification list. I noticed this yesterday.,recent software update whatever you just did has screwed up the notification badges. on my ipad it keeps showing a number of new notifications but new ones do not show up on the actual fb notification list. i noticed this yesterday.,223,40,True,True,Zyg877,ro,0.8,Ultima actualizare,en,1.0,Whatever you just did has screwed up the notification badges. On my iPad it keeps showing a number of new notifications but new ones do not show up on the actual fb notification list. I noticed this yesterday.,0.0,0.0,1.0,0.0,neutral,neutral,0.029,0.054,0.917,-0.2382,negative,weak
Keeping it one hundred,What’s going on??,1,2025-08-16 14:43:48+00:00,526.0.0,False,0,"I set up a Facebook acct linked to my phone #, and apparently someone else (Pierre)) has my acct also.",,us,What’s going on? ?,"I set up a Facebook acct linked to my phone #, and apparently someone else (Pierre)) has my acct also.",what s going on? ?,"i set up a facebook acct linked to my phone , and apparently someone else pierre has my acct also.","What’s going on? ? I set up a Facebook acct linked to my phone #, and apparently someone else (Pierre)) has my acct also.","what s going on? ? i set up a facebook acct linked to my phone , and apparently someone else pierre has my acct also.",121,24,True,True,Keeping it one hundred,en,0.8500000000000001,What’s going on? ?,en,1.0,"I set up a Facebook acct linked to my phone #, and apparently someone else (Pierre)) has my acct also.",0.0,0.0,1.0,0.0,neutral,neutral,0.0,0.0,1.0,0.0,neutral,neutral
Sarapinkdog,Unwanted Sexual Reels,1,2025-08-16 14:41:02+00:00,526.0.0,False,0,"Suggested reels are coming up on my feed of women in sexual situations or not wearing a bra/underwear in suggestive situations. I don’t watch reels to begin with or anything related to those types of videos for them to come up. I have friends who have posted that they are also getting those videos suggested. Hiding and reporting sexual content only work’s temporarily and then they get pushed again. Hiding the video doesn’t actually hide the video, it dims it but it’s still clearly visible. Facebook needs to stop allowing these videos to keep being posted and pushed to peoples feeds or there’s going to be issues.",,us,Unwanted Sexual Reels,"Suggested reels are coming up on my feed of women in sexual situations or not wearing a bra/underwear in suggestive situations. I don’t watch reels to begin with or anything related to those types of videos for them to come up. I have friends who have posted that they are also getting those videos suggested. Hiding and reporting sexual content only work’s temporarily and then they get pushed again. Hiding the video doesn’t actually hide the video, it dims it but it’s still clearly visible. Facebook needs to stop allowing these videos to keep being posted and pushed to peoples feeds or there’s going to be issues.",unwanted sexual reels,"suggested reels are coming up on my feed of women in sexual situations or not wearing a bra underwear in suggestive situations. i don t watch reels to begin with or anything related to those types of videos for them to come up. i have friends who have posted that they are also getting those videos suggested. hiding and reporting sexual content only work s temporarily and then they get pushed again. hiding the video doesn t actually hide the video, it dims it but it s still clearly visible. facebook needs to stop allowing these videos to keep being posted and pushed to peoples feeds or there s going to be issues.","Unwanted Sexual Reels Suggested reels are coming up on my feed of women in sexual situations or not wearing a bra/underwear in suggestive situations. I don’t watch reels to begin with or anything related to those types of videos for them to come up. I have friends who have posted that they are also getting those videos suggested. Hiding and reporting sexual content only work’s temporarily and then they get pushed again. Hiding the video doesn’t actually hide the video, it dims it but it’s still clearly visible. Facebook needs to stop allowing these videos to keep being posted and pushed to peoples feeds or there’s going to be issues.","unwanted sexual reels suggested reels are coming up on my feed of women in sexual situations or not wearing a bra underwear in suggestive situations. i don t watch reels to begin with or anything related to those types of videos for them to come up. i have friends who have posted that they are also getting those videos suggested. hiding and reporting sexual content only work s temporarily and then they get pushed again. hiding the video doesn t actually hide the video, it dims it but it s still clearly visible. facebook needs to stop allowing these videos to keep being posted and pushed to peoples feeds or there s going to be issues.",641,110,True,True,Sarapinkdog,en,1.0,Unwanted Sexual Reels,en,1.0,"Suggested reels are coming up on my feed of women in sexual situations or not wearing a bra/underwear in suggestive situations. I don’t watch reels to begin with or anything related to those types of videos for them to come up. I have friends who have posted that they are also getting those videos suggested. Hiding and reporting sexual content only work’s temporarily and then they get pushed again. Hiding the video doesn’t actually hide the video, it dims it but it’s still clearly visible. Facebook needs to stop allowing these videos to keep being posted and pushed to peoples feeds or there’s going to be issues.",0.0,0.487,0.513,-0.2263,negative,weak,0.049,0.065,0.886,0.0644,positive,neutral
I’m I’m just saying use,Ty,4,2025-08-16 14:31:47+00:00,526.0.0,False,0,Lu  was oh ioI’m cooo z,,us,Ty,Lu was oh ioI’m cooo z,ty,lu was oh ioi m cooo z,Ty Lu was oh ioI’m cooo z,ty lu was oh ioi m cooo z,25,7,True,True,I’m I’m just saying use,unknown,0.0,Ty,so,0.95,"I'm sorry, but the text you provided does not appear to be in any recognizable language. Could you please provide the text again or clarify the language?",1.0,0.0,0.0,0.3818,positive,moderate,0.101,0.04,0.859,0.4215,positive,moderate
3RAH3,Meta,3,2025-08-16 14:31:07+00:00,526.0.0,False,0,Social Logistical censorship propaganda At its finest,,us,Meta,Social Logistical censorship propaganda At its finest,meta,social logistical censorship propaganda at its finest,Meta Social Logistical censorship propaganda At its finest,meta social logistical censorship propaganda at its finest,58,8,True,True,3RAH3,unknown,0.0,Meta,en,1.0,Social Logistical censorship propaganda At its finest,0.0,0.0,1.0,0.0,neutral,neutral,0.0,0.25,0.75,-0.25,negative,weak
Mimi Stu,AI,5,2025-08-16 14:30:27+00:00,526.0.0,False,0,"I love having Facebook because I can keep up with my friends and family!❤️
I used to have AI on it for replies and it helped me to give a more detailed response but it doesn’t pop up anymore and I wish it did
Thank you again for all you do And may you have a very blessed and prosper!!!😘",,us,AI,I love having Facebook because I can keep up with my friends and family! ❤️ I used to have AI on it for replies and it helped me to give a more detailed response but it doesn’t pop up anymore and I wish it did Thank you again for all you do And may you have a very blessed and prosper! ! ! 😘,ai,i love having facebook because i can keep up with my friends and family! i used to have ai on it for replies and it helped me to give a more detailed response but it doesn t pop up anymore and i wish it did thank you again for all you do and may you have a very blessed and prosper! ! !,AI I love having Facebook because I can keep up with my friends and family! ❤️ I used to have AI on it for replies and it helped me to give a more detailed response but it doesn’t pop up anymore and I wish it did Thank you again for all you do And may you have a very blessed and prosper! ! ! 😘,ai i love having facebook because i can keep up with my friends and family! i used to have ai on it for replies and it helped me to give a more detailed response but it doesn t pop up anymore and i wish it did thank you again for all you do and may you have a very blessed and prosper! ! !,294,65,True,True,Mimi Stu,unknown,0.0,AI,en,1.0,I love having Facebook because I can keep up with my friends and family! ❤️ I used to have AI on it for replies and it helped me to give a more detailed response but it doesn’t pop up anymore and I wish it did Thank you again for all you do And may you have a very blessed and prosper! ! ! 😘,0.0,0.0,1.0,0.0,neutral,neutral,0.263,0.0,0.737,0.9723,positive,very_strong
kougarkar,Fb,1,2025-08-16 14:29:00+00:00,526.0.0,False,0,Quit changing stuff!!  I hate the new updates!! Get rid of Facebook jail stupidest thing ever!!,,us,Fb,Quit changing stuff! ! I hate the new updates! ! Get rid of Facebook jail stupidest thing ever! !,fb,quit changing stuff! ! i hate the new updates! ! get rid of facebook jail stupidest thing ever! !,Fb Quit changing stuff! ! I hate the new updates! ! Get rid of Facebook jail stupidest thing ever! !,fb quit changing stuff! ! i hate the new updates! ! get rid of facebook jail stupidest thing ever! !,100,20,True,True,kougarkar,unknown,0.0,Fb,en,1.0,Quit changing stuff! ! I hate the new updates! ! Get rid of Facebook jail stupidest thing ever! !,0.0,0.0,1.0,0.0,neutral,neutral,0.0,0.327,0.673,-0.8507,negative,very_strong
