userName,title,rating,date,version,isEdited,voteCount,review,developerResponse,country,title_clean,review_clean,title_normalized,review_normalized,text_clean,text_normalized,text_length,word_count,has_title,has_review,username_clean,title_clean_language,title_clean_language_confidence,title_clean_translated,review_clean_language,review_clean_language_confidence,review_clean_translated,title_sentiment_positive,title_sentiment_negative,title_sentiment_neutral,title_sentiment_compound,title_sentiment_class,title_sentiment_intensity,review_sentiment_positive,review_sentiment_negative,review_sentiment_neutral,review_sentiment_compound,review_sentiment_class,review_sentiment_intensity
Veerveee,hashtag limit..,3,2025-08-16 18:29:03+00:00,41.2.0,False,0,I hate the fact you added a limit to the hashtags. only 5?? FIVE hashtags. How are most people going to get more reach?? I have a small page of followers and whatnot it’s really aggravating and I find it pointless that there’s a limit to it. I haven’t been getting the amount of views i’ve usually been receiving. I’m able to get more views when im using more tags.,,us,hashtag limit. .,I hate the fact you added a limit to the hashtags. only 5? ? FIVE hashtags. How are most people going to get more reach? ? I have a small page of followers and whatnot it’s really aggravating and I find it pointless that there’s a limit to it. I haven’t been getting the amount of views i’ve usually been receiving. I’m able to get more views when im using more tags.,hashtag limit. .,i hate the fact you added a limit to the hashtags. only 5? ? five hashtags. how are most people going to get more reach? ? i have a small page of followers and whatnot it s really aggravating and i find it pointless that there s a limit to it. i haven t been getting the amount of views i ve usually been receiving. i m able to get more views when im using more tags.,hashtag limit. . I hate the fact you added a limit to the hashtags. only 5? ? FIVE hashtags. How are most people going to get more reach? ? I have a small page of followers and whatnot it’s really aggravating and I find it pointless that there’s a limit to it. I haven’t been getting the amount of views i’ve usually been receiving. I’m able to get more views when im using more tags.,hashtag limit. . i hate the fact you added a limit to the hashtags. only 5? ? five hashtags. how are most people going to get more reach? ? i have a small page of followers and whatnot it s really aggravating and i find it pointless that there s a limit to it. i haven t been getting the amount of views i ve usually been receiving. i m able to get more views when im using more tags.,384,75,True,True,Veerveee,sq,0.8,Hashtag limit.,en,1.0,I hate the fact you added a limit to the hashtags. only 5? ? FIVE hashtags. How are most people going to get more reach? ? I have a small page of followers and whatnot it’s really aggravating and I find it pointless that there’s a limit to it. I haven’t been getting the amount of views i’ve usually been receiving. I’m able to get more views when im using more tags.,0.0,0.0,1.0,0.0,neutral,neutral,0.018,0.092,0.89,-0.7757,negative,strong
Heidimv74,Bye tiktok,1,2025-08-16 18:22:26+00:00,41.2.0,False,0,The new guidelines  put out nobody's going to be on this app you're going to lose everybody.,,us,Bye tiktok,The new guidelines put out nobody's going to be on this app you're going to lose everybody.,bye tiktok,the new guidelines put out nobody s going to be on this application you are going to lose everybody.,Bye tiktok The new guidelines put out nobody's going to be on this app you're going to lose everybody.,bye tiktok the new guidelines put out nobody s going to be on this application you are going to lose everybody.,102,19,True,True,Heidimv74,no,0.8,Goodbye TikTok,en,1.0,The new guidelines put out nobody's going to be on this app you're going to lose everybody.,0.0,0.0,1.0,0.0,neutral,neutral,0.0,0.144,0.856,-0.4019,negative,moderate
Rito Hernández,Rito Hernández,5,2025-08-16 18:13:35+00:00,41.2.0,False,0,Rito Hernández,,us,Rito Hernández,Rito Hernández,rito hernández,rito hernández,Rito Hernández Rito Hernández,rito hernández rito hernández,29,4,True,True,Rito Hernández,pt,0.8500000000000001,Rito Hernández,pt,0.8500000000000001,Rito Hernández,0.0,0.0,1.0,0.0,neutral,neutral,0.0,0.0,1.0,0.0,neutral,neutral
keke-cham,Community Guidelines,2,2025-08-16 18:05:30+00:00,41.2.0,False,0,"You guys keep removing my comments when I’m talking to racist… people with comment calling black peoole animals and all these other things and it still up but I defend and say that it’s not true and that what they are saying is disgusting and disrespectful I get my comment removed, this has happened multiple times and it’s annoying. People are able to be naked and make racist statements/videos but when I defend others and call people out it’s an issue… This keeps happening and it’s not cool you’re fine with people calling black women manly but me saying it’s disgusting and racist it’s an issue(I see where you guys align) 

I’m back again lol so I ended up deleting TikTok for a second because it took up too much storage and I’m trying log back in it’s saids to use my phone number neigh I did got the code and then it’s said to verify with password(which is dumb because I just used my phone number which should be enough) and I clearly forgot my password because I had this account for years tried to reset it and it’s saids I couldn’t like what and now I’m out of tries like ughh",,us,Community Guidelines,"You guys keep removing my comments when I’m talking to racist. . . people with comment calling black peoole animals and all these other things and it still up but I defend and say that it’s not true and that what they are saying is disgusting and disrespectful I get my comment removed, this has happened multiple times and it’s annoying. People are able to be naked and make racist statements/videos but when I defend others and call people out it’s an issue. . . This keeps happening and it’s not cool you’re fine with people calling black women manly but me saying it’s disgusting and racist it’s an issue(I see where you guys align) I’m back again lol so I ended up deleting TikTok for a second because it took up too much storage and I’m trying log back in it’s saids to use my phone number neigh I did got the code and then it’s said to verify with password(which is dumb because I just used my phone number which should be enough) and I clearly forgot my password because I had this account for years tried to reset it and it’s saids I couldn’t like what and now I’m out of tries like ughh",community guidelines,"you guys keep removing my comments when i m talking to racist. . . people with comment calling black peoole animals and all these other things and it still up but i defend and say that it s not true and that what they are saying is disgusting and disrespectful i get my comment removed, this has happened multiple times and it s annoying. people are able to be naked and make racist statements videos but when i defend others and call people out it s an issue. . . this keeps happening and it s not cool you re fine with people calling black women manly but me saying it s disgusting and racist it s an issue i see where you guys align i m back again lol so i ended up deleting tiktok for a second because it took up too much storage and i m trying log back in it s saids to use my phone number neigh i did got the code and then it s said to verify with password which is dumb because i just used my phone number which should be enough and i clearly forgot my password because i had this account for years tried to reset it and it s saids i couldn t like what and now i m out of tries like ughh","Community Guidelines You guys keep removing my comments when I’m talking to racist. . . people with comment calling black peoole animals and all these other things and it still up but I defend and say that it’s not true and that what they are saying is disgusting and disrespectful I get my comment removed, this has happened multiple times and it’s annoying. People are able to be naked and make racist statements/videos but when I defend others and call people out it’s an issue. . . This keeps happening and it’s not cool you’re fine with people calling black women manly but me saying it’s disgusting and racist it’s an issue(I see where you guys align) I’m back again lol so I ended up deleting TikTok for a second because it took up too much storage and I’m trying log back in it’s saids to use my phone number neigh I did got the code and then it’s said to verify with password(which is dumb because I just used my phone number which should be enough) and I clearly forgot my password because I had this account for years tried to reset it and it’s saids I couldn’t like what and now I’m out of tries like ughh","community guidelines you guys keep removing my comments when i m talking to racist. . . people with comment calling black peoole animals and all these other things and it still up but i defend and say that it s not true and that what they are saying is disgusting and disrespectful i get my comment removed, this has happened multiple times and it s annoying. people are able to be naked and make racist statements videos but when i defend others and call people out it s an issue. . . this keeps happening and it s not cool you re fine with people calling black women manly but me saying it s disgusting and racist it s an issue i see where you guys align i m back again lol so i ended up deleting tiktok for a second because it took up too much storage and i m trying log back in it s saids to use my phone number neigh i did got the code and then it s said to verify with password which is dumb because i just used my phone number which should be enough and i clearly forgot my password because i had this account for years tried to reset it and it s saids i couldn t like what and now i m out of tries like ughh",1117,209,True,True,keke-cham,en,0.8500000000000001,Community Guidelines,en,1.0,"You guys keep removing my comments when I’m talking to racist. . . people with comment calling black peoole animals and all these other things and it still up but I defend and say that it’s not true and that what they are saying is disgusting and disrespectful I get my comment removed, this has happened multiple times and it’s annoying. People are able to be naked and make racist statements/videos but when I defend others and call people out it’s an issue. . . This keeps happening and it’s not cool you’re fine with people calling black women manly but me saying it’s disgusting and racist it’s an issue(I see where you guys align) I’m back again lol so I ended up deleting TikTok for a second because it took up too much storage and I’m trying log back in it’s saids to use my phone number neigh I did got the code and then it’s said to verify with password(which is dumb because I just used my phone number which should be enough) and I clearly forgot my password because I had this account for years tried to reset it and it’s saids I couldn’t like what and now I’m out of tries like ughh",0.0,0.0,1.0,0.0,neutral,neutral,0.068,0.155,0.777,-0.9761,negative,very_strong
𝕍𝕖𝕝𝕝,"this app banned me it said 12 and older I’m 12 and I took a picture of myself to go live, and they b",1,2025-08-16 17:35:47+00:00,41.2.0,False,0,I hate this app This is why they need a banner.,,us,"this app banned me it said 12 and older I’m 12 and I took a picture of myself to go live, and they b",I hate this app This is why they need a banner.,"this application banned me it said 12 and older i m 12 and i took a picture of myself to go live, and they b",i hate this application this is why they need a banner.,"this app banned me it said 12 and older I’m 12 and I took a picture of myself to go live, and they b I hate this app This is why they need a banner.","this application banned me it said 12 and older i m 12 and i took a picture of myself to go live, and they b i hate this application this is why they need a banner.",148,35,True,True,𝕍𝕖𝕝𝕝,en,1.0,"this app banned me it said 12 and older I’m 12 and I took a picture of myself to go live, and they b",en,1.0,I hate this app This is why they need a banner.,0.0,0.115,0.885,-0.4588,negative,moderate,0.0,0.27,0.73,-0.5719,negative,moderate
Msveebaby,Mute button,1,2025-08-16 17:32:29+00:00,41.2.0,False,0,Pls install a mute button that allows the video to play.,,us,Mute button,Pls install a mute button that allows the video to play.,mute button,pls install a mute button that allows the video to play.,Mute button Pls install a mute button that allows the video to play.,mute button pls install a mute button that allows the video to play.,68,13,True,True,Msveebaby,it,0.8500000000000001,Pulsante di silenzio,en,1.0,Pls install a mute button that allows the video to play.,0.0,0.0,1.0,0.0,neutral,neutral,0.291,0.0,0.709,0.4019,positive,moderate
Nokia08809,TikTok,5,2025-08-16 17:20:49+00:00,41.2.0,False,0,Non,,us,TikTok,Non,tiktok,non,TikTok Non,tiktok non,10,2,True,True,Nokia08809,id,0.8,TikTok,unknown,0.0,Non,0.0,0.0,1.0,0.0,neutral,neutral,0.0,0.0,1.0,0.0,neutral,neutral
Mightypenguin100,Internet browser.,1,2025-08-16 17:04:53+00:00,41.2.0,False,0,If I'm opening a link. I don't want your bad built in browser. Why can't I just open it in my browser?,,us,Internet browser.,If I'm opening a link. I don't want your bad built in browser. Why can't I just open it in my browser?,internet browser.,if i am opening a link. i do not want your bad built in browser. why cannot i just open it in my browser?,Internet browser. If I'm opening a link. I don't want your bad built in browser. Why can't I just open it in my browser?,internet browser. if i am opening a link. i do not want your bad built in browser. why cannot i just open it in my browser?,120,24,True,True,Mightypenguin100,da,0.8,Internet browser.,en,1.0,If I'm opening a link. I don't want your bad built in browser. Why can't I just open it in my browser?,0.0,0.0,1.0,0.0,neutral,neutral,0.118,0.051,0.831,0.3875,positive,moderate
Bossy Ladyy,My fav app😩,5,2025-08-16 16:34:30+00:00,41.2.0,False,0,I downloaded TikTok back in 2018 when it was called “Musically” and before people find out about it in 2020. Ever since then it has become my favorite app of all the time and I don’t even use google anymore lol. It’s an amazing platform that has connected people during Covid-19 and it has everything you can imagine. I love you TikTok!!!!,,us,My fav app😩,I downloaded TikTok back in 2018 when it was called “Musically” and before people find out about it in 2020. Ever since then it has become my favorite app of all the time and I don’t even use google anymore lol. It’s an amazing platform that has connected people during Covid-19 and it has everything you can imagine. I love you TikTok! ! !,my fav app,i downloaded tiktok back in 2018 when it was called musically and before people find out about it in 2020. ever since then it has become my favorite application of all the time and i don t even use google anymore lol. it s an amazing platform that has connected people during covid-19 and it has everything you can imagine. i love you tiktok! ! !,My fav app😩 I downloaded TikTok back in 2018 when it was called “Musically” and before people find out about it in 2020. Ever since then it has become my favorite app of all the time and I don’t even use google anymore lol. It’s an amazing platform that has connected people during Covid-19 and it has everything you can imagine. I love you TikTok! ! !,my fav app i downloaded tiktok back in 2018 when it was called musically and before people find out about it in 2020. ever since then it has become my favorite application of all the time and i don t even use google anymore lol. it s an amazing platform that has connected people during covid-19 and it has everything you can imagine. i love you tiktok! ! !,352,67,True,True,Bossy Ladyy,sv,0.8,My fav app😩,en,1.0,I downloaded TikTok back in 2018 when it was called “Musically” and before people find out about it in 2020. Ever since then it has become my favorite app of all the time and I don’t even use google anymore lol. It’s an amazing platform that has connected people during Covid-19 and it has everything you can imagine. I love you TikTok! ! !,0.37,0.259,0.37,0.2263,positive,weak,0.197,0.0,0.803,0.9401,positive,very_strong
Moseratt,tiktok duent work,1,2025-08-16 16:33:04+00:00,41.2.0,False,0,tiktok i hate it so much its not leting me in its keeps kicking me out out and i hate it,,us,tiktok duent work,tiktok i hate it so much its not leting me in its keeps kicking me out out and i hate it,tiktok duent work,tiktok i hate it so much its not leting me in its keeps kicking me out out and i hate it,tiktok duent work tiktok i hate it so much its not leting me in its keeps kicking me out out and i hate it,tiktok duent work tiktok i hate it so much its not leting me in its keeps kicking me out out and i hate it,106,24,True,True,Moseratt,af,0.8,TikTok doesn't work.,en,1.0,tiktok i hate it so much its not leting me in its keeps kicking me out out and i hate it,0.0,0.0,1.0,0.0,neutral,neutral,0.0,0.28,0.72,-0.8126,negative,very_strong
T Browns,I’m in love with Tic Tok,5,2025-08-16 16:10:55+00:00,41.2.0,False,0,I see so much creativity💙,,us,I’m in love with Tic Tok,I see so much creativity💙,i m in love with tic tok,i see so much creativity,I’m in love with Tic Tok I see so much creativity💙,i m in love with tic tok i see so much creativity,50,11,True,True,T Browns,en,1.0,I’m in love with Tic Tok,en,1.0,I see so much creativity💙,0.457,0.0,0.543,0.6369,positive,strong,0.586,0.0,0.414,0.7951,positive,strong
Chbird,Broken again 8/13/25,1,2025-08-16 15:48:38+00:00,41.2.0,False,0,"8/15/2025: TikTok is broken again. My feet is all garbage all the time. I have sports set to zero on the content slider yet it continuously shows me testosterone fueled teenage boy content that I would never interact with and have never interacted with. I block and block and block some more and it doesn't matter TikTok is just pure trash now.

TikTok is broken again. The app doesn't work, the feed doesn't work. Reporting to down detector every time, let everyone see how bad you are. HAD TO DELETE THE APP because it's making my phone get burning hot now. Thanks for nothing. They also updated the app and took away the ability to press on the side of the screen to get 2X. Why would you take that away? The app gets worse by the day. Why would anyone want to purchase this, let alone still use it when they make it worse every day? 8/13/25. 

Now TikTok is forcing me to watch videos from accounts that I have blocked. 30 of them in under 30 minutes. What is wrong with you TikTok? Stop violating your users by forcing them to watch trash from users that we have blocked!",,us,Broken again 8/13/25,"8/15/2025: TikTok is broken again. My feet is all garbage all the time. I have sports set to zero on the content slider yet it continuously shows me testosterone fueled teenage boy content that I would never interact with and have never interacted with. I block and block and block some more and it doesn't matter TikTok is just pure trash now. TikTok is broken again. The app doesn't work, the feed doesn't work. Reporting to down detector every time, let everyone see how bad you are. HAD TO DELETE THE APP because it's making my phone get burning hot now. Thanks for nothing. They also updated the app and took away the ability to press on the side of the screen to get 2X. Why would you take that away? The app gets worse by the day. Why would anyone want to purchase this, let alone still use it when they make it worse every day? 8/13/25. Now TikTok is forcing me to watch videos from accounts that I have blocked. 30 of them in under 30 minutes. What is wrong with you TikTok? Stop violating your users by forcing them to watch trash from users that we have blocked!",broken again 8 13 25,"8 15 2025 tiktok is broken again. my feet is all garbage all the time. i have sports set to zero on the content slider yet it continuously shows me testosterone fueled teenage boy content that i would never interact with and have never interacted with. i block and block and block some more and it does not matter tiktok is just pure trash now. tiktok is broken again. the application does not work, the feed does not work. reporting to down detector every time, let everyone see how bad you are. had to delete the application because it is making my phone get burning hot now. thanks for nothing. they also updated the application and took away the ability to press on the side of the screen to get 2x. why would you take that away? the application gets worse by the day. why would anyone want to purchase this, let alone still use it when they make it worse every day? 8 13 25. now tiktok is forcing me to watch videos from accounts that i have blocked. 30 of them in under 30 minutes. what is wrong with you tiktok? stop violating your users by forcing them to watch trash from users that we have blocked!","Broken again 8/13/25 8/15/2025: TikTok is broken again. My feet is all garbage all the time. I have sports set to zero on the content slider yet it continuously shows me testosterone fueled teenage boy content that I would never interact with and have never interacted with. I block and block and block some more and it doesn't matter TikTok is just pure trash now. TikTok is broken again. The app doesn't work, the feed doesn't work. Reporting to down detector every time, let everyone see how bad you are. HAD TO DELETE THE APP because it's making my phone get burning hot now. Thanks for nothing. They also updated the app and took away the ability to press on the side of the screen to get 2X. Why would you take that away? The app gets worse by the day. Why would anyone want to purchase this, let alone still use it when they make it worse every day? 8/13/25. Now TikTok is forcing me to watch videos from accounts that I have blocked. 30 of them in under 30 minutes. What is wrong with you TikTok? Stop violating your users by forcing them to watch trash from users that we have blocked!","broken again 8 13 25 8 15 2025 tiktok is broken again. my feet is all garbage all the time. i have sports set to zero on the content slider yet it continuously shows me testosterone fueled teenage boy content that i would never interact with and have never interacted with. i block and block and block some more and it does not matter tiktok is just pure trash now. tiktok is broken again. the application does not work, the feed does not work. reporting to down detector every time, let everyone see how bad you are. had to delete the application because it is making my phone get burning hot now. thanks for nothing. they also updated the application and took away the ability to press on the side of the screen to get 2x. why would you take that away? the application gets worse by the day. why would anyone want to purchase this, let alone still use it when they make it worse every day? 8 13 25. now tiktok is forcing me to watch videos from accounts that i have blocked. 30 of them in under 30 minutes. what is wrong with you tiktok? stop violating your users by forcing them to watch trash from users that we have blocked!",1094,204,True,True,Chbird,id,0.8,Broken again 8/13/25,en,1.0,"8/15/2025: TikTok is broken again. My feet is all garbage all the time. I have sports set to zero on the content slider yet it continuously shows me testosterone fueled teenage boy content that I would never interact with and have never interacted with. I block and block and block some more and it doesn't matter TikTok is just pure trash now. TikTok is broken again. The app doesn't work, the feed doesn't work. Reporting to down detector every time, let everyone see how bad you are. HAD TO DELETE THE APP because it's making my phone get burning hot now. Thanks for nothing. They also updated the app and took away the ability to press on the side of the screen to get 2X. Why would you take that away? The app gets worse by the day. Why would anyone want to purchase this, let alone still use it when they make it worse every day? 8/13/25. Now TikTok is forcing me to watch videos from accounts that I have blocked. 30 of them in under 30 minutes. What is wrong with you TikTok? Stop violating your users by forcing them to watch trash from users that we have blocked!",0.0,0.608,0.392,-0.4767,negative,moderate,0.028,0.18,0.792,-0.9861,negative,very_strong
Brother2367,I can’t download,1,2025-08-16 15:47:21+00:00,41.2.0,False,0,It’s a nice app but u can easily forget ur password,,us,I can’t download,It’s a nice app but u can easily forget ur password,i can t download,it s a nice application but u can easily forget ur password,I can’t download It’s a nice app but u can easily forget ur password,i can t download it s a nice application but u can easily forget ur password,68,14,True,True,Brother2367,en,0.8500000000000001,I can’t download,en,1.0,It’s a nice app but u can easily forget ur password,0.0,0.0,1.0,0.0,neutral,neutral,0.326,0.153,0.521,0.3919,positive,moderate
Cavida hardy,TIKTOk STOP,3,2025-08-16 15:43:44+00:00,41.2.0,False,0,I think TikTok should let all ages use TikTok and stop banning them well not like 4 or 5 like you know 10-13 or 12 because I think it’s not fair to the kids that got banned and when I got banned I couldn’t log out of my banned account like it should have log out immediately but no it wasn’t doing that so yes TikTok let 10-12 or 13 have TikTok,,us,TIKTOk STOP,I think TikTok should let all ages use TikTok and stop banning them well not like 4 or 5 like you know 10-13 or 12 because I think it’s not fair to the kids that got banned and when I got banned I couldn’t log out of my banned account like it should have log out immediately but no it wasn’t doing that so yes TikTok let 10-12 or 13 have TikTok,tiktok stop,i think tiktok should let all ages use tiktok and stop banning them well not like 4 or 5 like you know 10-13 or 12 because i think it s not fair to the kids that got banned and when i got banned i couldn t log out of my banned account like it should have log out immediately but no it wasn t doing that so yes tiktok let 10-12 or 13 have tiktok,TIKTOk STOP I think TikTok should let all ages use TikTok and stop banning them well not like 4 or 5 like you know 10-13 or 12 because I think it’s not fair to the kids that got banned and when I got banned I couldn’t log out of my banned account like it should have log out immediately but no it wasn’t doing that so yes TikTok let 10-12 or 13 have TikTok,tiktok stop i think tiktok should let all ages use tiktok and stop banning them well not like 4 or 5 like you know 10-13 or 12 because i think it s not fair to the kids that got banned and when i got banned i couldn t log out of my banned account like it should have log out immediately but no it wasn t doing that so yes tiktok let 10-12 or 13 have tiktok,356,74,True,True,Cavida hardy,id,0.8,TIKTOK STOP,en,1.0,I think TikTok should let all ages use TikTok and stop banning them well not like 4 or 5 like you know 10-13 or 12 because I think it’s not fair to the kids that got banned and when I got banned I couldn’t log out of my banned account like it should have log out immediately but no it wasn’t doing that so yes TikTok let 10-12 or 13 have TikTok,0.0,0.688,0.312,-0.296,negative,weak,0.116,0.16,0.724,-0.1653,negative,weak
Aguythatsmad,Tiktok filter/adjustment problem,3,2025-08-16 15:42:52+00:00,41.2.0,False,0,I have been using tiktok for years now and i was a android user aswell.When i was using android it was a lot easier to find filters and easier to adjust my fave etc. but now i cant even change the size of my face in ios??? Why??,,us,Tiktok filter/adjustment problem,I have been using tiktok for years now and i was a android user aswell. When i was using android it was a lot easier to find filters and easier to adjust my fave etc. but now i cant even change the size of my face in ios? ? ? Why? ?,tiktok filter adjustment problem,i have been using tiktok for years now and i was a android user aswell. when i was using android it was a lot easier to find filters and easier to adjust my fave etc. but now i cant even change the size of my face in ios? ? ? why? ?,Tiktok filter/adjustment problem I have been using tiktok for years now and i was a android user aswell. When i was using android it was a lot easier to find filters and easier to adjust my fave etc. but now i cant even change the size of my face in ios? ? ? Why? ?,tiktok filter adjustment problem i have been using tiktok for years now and i was a android user aswell. when i was using android it was a lot easier to find filters and easier to adjust my fave etc. but now i cant even change the size of my face in ios? ? ? why? ?,265,55,True,True,Aguythatsmad,no,0.95,Tiktok filter/justering problem,en,1.0,I have been using tiktok for years now and i was a android user aswell. When i was using android it was a lot easier to find filters and easier to adjust my fave etc. but now i cant even change the size of my face in ios? ? ? Why? ?,0.0,0.574,0.426,-0.4019,negative,moderate,0.12,0.0,0.88,0.6917,positive,strong
Aiden Mangroo,Can get back TikTok,1,2025-08-16 15:08:02+00:00,41.2.0,False,0,"So I got banned from TikTok because of my age, but I am 13 but the age requirement is 12 so I try to sign back in, but then I can’t get back in for some reason",,us,Can get back TikTok,"So I got banned from TikTok because of my age, but I am 13 but the age requirement is 12 so I try to sign back in, but then I can’t get back in for some reason",can get back tiktok,"so i got banned from tiktok because of my age, but i am 13 but the age requirement is 12 so i try to sign back in, but then i can t get back in for some reason","Can get back TikTok So I got banned from TikTok because of my age, but I am 13 but the age requirement is 12 so I try to sign back in, but then I can’t get back in for some reason","can get back tiktok so i got banned from tiktok because of my age, but i am 13 but the age requirement is 12 so i try to sign back in, but then i can t get back in for some reason",179,41,True,True,Aiden Mangroo,sv,0.8,I can return to TikTok.,en,1.0,"So I got banned from TikTok because of my age, but I am 13 but the age requirement is 12 so I try to sign back in, but then I can’t get back in for some reason",0.0,0.0,1.0,0.0,neutral,neutral,0.0,0.056,0.944,-0.2805,negative,weak
Pink toes with rice,Amazing,5,2025-08-16 14:59:05+00:00,41.2.0,False,0,It’s soooooo amazing,,us,Amazing,It’s soooooo amazing,amazing,it s soooooo amazing,Amazing It’s soooooo amazing,amazing it s soooooo amazing,28,4,True,True,Pink toes with rice,sw,0.8,Fantastisk,en,0.8500000000000001,It’s soooooo amazing,0.0,0.0,1.0,0.0,neutral,neutral,0.655,0.0,0.345,0.5859,positive,moderate
Strar mints,This stupidity is annoying,1,2025-08-16 14:57:33+00:00,41.2.0,False,0,I am 11 years old and my cousin is also 11 years old and my account got banned for my god dam age limit,,us,This stupidity is annoying,I am 11 years old and my cousin is also 11 years old and my account got banned for my god dam age limit,this stupidity is annoying,i am 11 years old and my cousin is also 11 years old and my account got banned for my god dam age limit,This stupidity is annoying I am 11 years old and my cousin is also 11 years old and my account got banned for my god dam age limit,this stupidity is annoying i am 11 years old and my cousin is also 11 years old and my account got banned for my god dam age limit,130,28,True,True,Strar mints,en,1.0,This stupidity is annoying,en,1.0,I am 11 years old and my cousin is also 11 years old and my account got banned for my god dam age limit,0.0,0.737,0.263,-0.6808,negative,strong,0.077,0.111,0.812,-0.2263,negative,weak
Ayisha Ibrahim,Followers decrease,1,2025-08-16 14:45:51+00:00,41.2.0,False,0,My business account followers have decreased automatically... Please fix the problem 🙏🏻,,us,Followers decrease,My business account followers have decreased automatically. . . Please fix the problem 🙏🏻,followers decrease,my business account followers have decreased automatically. . . please repair the problem,Followers decrease My business account followers have decreased automatically. . . Please fix the problem 🙏🏻,followers decrease my business account followers have decreased automatically. . . please repair the problem,108,16,True,True,Ayisha Ibrahim,en,0.8500000000000001,Followers decrease,en,1.0,My business account followers have decreased automatically. . . Please fix the problem 🙏🏻,0.0,0.0,1.0,0.0,neutral,neutral,0.11,0.129,0.762,-0.1027,negative,weak
DeniWantsToEat,Very Irritating,3,2025-08-16 14:30:59+00:00,41.2.0,False,0,"Right now, I am extremely irritated every time I try to like a video. It says you’re tapping too fast. Take a break. What do you mean please fix this",,us,Very Irritating,"Right now, I am extremely irritated every time I try to like a video. It says you’re tapping too fast. Take a break. What do you mean please fix this",very irritating,"right now, i am extremely irritated every time i try to like a video. it says you re tapping too fast. take a break. what do you mean please repair this","Very Irritating Right now, I am extremely irritated every time I try to like a video. It says you’re tapping too fast. Take a break. What do you mean please fix this","very irritating right now, i am extremely irritated every time i try to like a video. it says you re tapping too fast. take a break. what do you mean please repair this",165,32,True,True,DeniWantsToEat,en,0.8500000000000001,Very Irritating,en,1.0,"Right now, I am extremely irritated every time I try to like a video. It says you’re tapping too fast. Take a break. What do you mean please fix this",0.0,0.767,0.233,-0.5095,negative,moderate,0.137,0.094,0.769,0.1298,positive,weak
Ilovegoldfishhh,HOW DARE U,2,2025-08-16 14:29:02+00:00,41.2.0,False,0,HOW DARE U TAKE AWAY POSTING PHOTOS IN COMMENT SECTIONS UR SO FAKE FOR THAT,,us,HOW DARE U,HOW DARE U TAKE AWAY POSTING PHOTOS IN COMMENT SECTIONS UR SO FAKE FOR THAT,how dare u,how dare u take away posting photos in comment sections ur so fake for that,HOW DARE U HOW DARE U TAKE AWAY POSTING PHOTOS IN COMMENT SECTIONS UR SO FAKE FOR THAT,how dare u how dare u take away posting photos in comment sections ur so fake for that,86,18,True,True,Ilovegoldfishhh,de,0.8500000000000001,HOW DARE U,en,1.0,HOW DARE U TAKE AWAY POSTING PHOTOS IN COMMENT SECTIONS UR SO FAKE FOR THAT,0.0,0.0,1.0,0.0,neutral,neutral,0.0,0.222,0.778,-0.6113,negative,strong
Baddieuwu,Get rid of the 5 hashtag thing,3,2025-08-16 14:20:13+00:00,41.2.0,False,0,Please get rid of the 5 hashtags,,us,Get rid of the 5 hashtag thing,Please get rid of the 5 hashtags,get rid of the 5 hashtag thing,please get rid of the 5 hashtags,Get rid of the 5 hashtag thing Please get rid of the 5 hashtags,get rid of the 5 hashtag thing please get rid of the 5 hashtags,63,14,True,True,Baddieuwu,en,1.0,Get rid of the 5 hashtag thing,en,1.0,Please get rid of the 5 hashtags,0.0,0.0,1.0,0.0,neutral,neutral,0.277,0.0,0.723,0.3182,positive,moderate
OKBoomer00,Great visionOS app; needs tvOS & watchOS presence,1,2025-08-16 14:13:58+00:00,41.2.0,False,0,"One technical issue on visionOS is that if someone texts me a link to a TikTok video, it won’t open that link in the app on visionOS. It forces me to take off the Vision Pro and use a different device. Please fix.",,us,Great visionOS app; needs tvOS & watchOS presence,"One technical issue on visionOS is that if someone texts me a link to a TikTok video, it won’t open that link in the app on visionOS. It forces me to take off the Vision Pro and use a different device. Please fix.",great visionos application needs tvos watchos presence,"one technical issue on visionos is that if someone texts me a link to a tiktok video, it won t open that link in the application on visionos. it forces me to take off the vision pro and use a different device. please repair","Great visionOS app; needs tvOS & watchOS presence One technical issue on visionOS is that if someone texts me a link to a TikTok video, it won’t open that link in the app on visionOS. It forces me to take off the Vision Pro and use a different device. Please fix.","great visionos application needs tvos watchos presence one technical issue on visionos is that if someone texts me a link to a tiktok video, it won t open that link in the application on visionos. it forces me to take off the vision pro and use a different device. please repair",263,51,True,True,OKBoomer00,en,1.0,Great visionOS app; needs tvOS & watchOS presence,en,1.0,"One technical issue on visionOS is that if someone texts me a link to a TikTok video, it won’t open that link in the app on visionOS. It forces me to take off the Vision Pro and use a different device. Please fix.",0.369,0.0,0.631,0.6249,positive,strong,0.095,0.0,0.905,0.5106,positive,moderate
fakeunicornkitty,keeps logging me out,1,2025-08-16 14:02:16+00:00,41.2.0,False,0,it’s always resetting entirely,,us,keeps logging me out,it’s always resetting entirely,keeps logging me out,it s always resetting entirely,keeps logging me out it’s always resetting entirely,keeps logging me out it s always resetting entirely,51,8,True,True,fakeunicornkitty,af,0.8,keeps logging me out,en,1.0,it’s always resetting entirely,0.0,0.0,1.0,0.0,neutral,neutral,0.0,0.0,1.0,0.0,neutral,neutral
